"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Amount","Date","Type","Notes"
"Angus Taylor","Member","Hume","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","6 Feb 17","8 Feb 17","Canberra","Sittings of Parliament","3","276.00","828.00","06-Feb-2017","",""
"Angus Taylor","Member","Hume","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","13 Feb 17","15 Feb 17","Canberra","Sittings of Parliament","3","276.00","828.00","13-Feb-2017","",""
"Angus Taylor","Member","Hume","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","17 Feb 17","17 Feb 17","Sydney","Assistant Minister - Official Business","1","148.00","148.00","17-Feb-2017","",""
"Angus Taylor","Member","Hume","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","19 Feb 17","20 Feb 17","Sydney","Assistant Minister - Official Business","2","148.00","296.00","19-Feb-2017","",""
"Angus Taylor","Member","Hume","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","23 Feb 17","24 Feb 17","Sydney","Assistant Minister - Official Business","2","148.00","296.00","23-Feb-2017","",""
"Angus Taylor","Member","Hume","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","27 Feb 17","1 Mar 17","Canberra","Sittings of Parliament","3","276.00","828.00","27-Feb-2017","",""
"Angus Taylor","Member","Hume","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","7 Mar 17","7 Mar 17","Canberra","Assistant Minister - Official Business","1","276.00","276.00","07-Mar-2017","",""
"Angus Taylor","Member","Hume","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","9 Mar 17","9 Mar 17","Brisbane","Assistant Minister - Official Business","1","434.00","434.00","09-Mar-2017","",""
"Angus Taylor","Member","Hume","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","13 Mar 17","14 Mar 17","Brisbane","Assistant Minister - Official Business","2","434.00","868.00","13-Mar-2017","",""
"Angus Taylor","Member","Hume","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","15 Mar 17","15 Mar 17","Melbourne","Assistant Minister - Official Business","1","442.00","442.00","15-Mar-2017","",""
"Angus Taylor","Member","Hume","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","16 Mar 17","16 Mar 17","Sydney","Assistant Minister - Official Business","1","442.00","442.00","16-Mar-2017","",""
"Angus Taylor","Member","Hume","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","Before 1 January 2017","5 Oct 16","6 Oct 16","Sydney","Assistant Minister - Official Business","2","148.00","148.00","05-Oct-2016","",""
"Angus Taylor","Member","Hume","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","Before 1 January 2017","4 Dec 16","7 Dec 16","Sydney","Assistant Minister - Official Business","4","148.00","592.00","04-Dec-2016","",""
"Angus Taylor","Member","Hume","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","Before 1 January 2017","11 Dec 16","11 Dec 16","Launceston","Assistant Minister - Official Business","1","372.00","372.00","11-Dec-2016","",""
"Angus Taylor","Member","Hume","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","Before 1 January 2017","12 Dec 16","12 Dec 16","Sydney","Assistant Minister - Official Business","1","148.00","148.00","12-Dec-2016","",""
"Angus Taylor","Member","Hume","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","Before 1 January 2017","15 Dec 16","15 Dec 16","Boorowa","Electorate Business","1","372.00","372.00","15-Dec-2016","",""
"Angus Taylor","Member","Hume","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","Before 1 January 2017","19 Dec 16","19 Dec 16","Townsville","Assistant Minister - Official Business","1","372.00","372.00","19-Dec-2016","",""
