"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Details","Amount","Notes","Date"
"Fran Bailey","Life Gold Pass Holder","","","","Domestic Scheduled Fares","Fares","Before 1 January 2017","5 Oct 16 - Melbourne to Sydney","808.14","","05-Oct-2016"
"Fran Bailey","Life Gold Pass Holder","","","","Domestic Scheduled Fares","Fares","Before 1 January 2017","5 Oct 16 - Sydney to Melbourne","808.14","","05-Oct-2016"
