"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Details","Amount","Notes","Date"
"David Hawker","Life Gold Pass Holder","","","","Domestic Scheduled Fares","Fares","Before 1 January 2017","5 Aug 16 - Melbourne to Hobart","391.32","","05-Aug-2016"
"David Hawker","Life Gold Pass Holder","","","","Domestic Scheduled Fares","Fares","Before 1 January 2017","7 Aug 16 - Hobart to Melbourne","391.32","","07-Aug-2016"
