"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Amount","Date"
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","Before 1 January 2017","20 Jun 16","20 Jun 16","Bicheno","Electorate Business","1","258.00","258.00","20-Jun-2016"
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","Before 1 January 2017","21 Jun 16","21 Jun 16","Port Arthur","Electorate Business","1","258.00","258.00","21-Jun-2016"
