"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Details","Amount","Notes","Date"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2017","25 The Daily Telegraph 30 Jan to 5 Mar 17","31.82","","05-Mar-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2017","25 The Sydney Morning Herald 30 Jan to 5 Mar 17","60.00","","05-Mar-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2017","5 The Spectator Australia 30 Jan to 5 Mar 17","49.77","","05-Mar-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2017","Administrative fees 30 Jan to 5 Mar 17","9.09","","05-Mar-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2017","4 The Sydney Morning Herald (Sat) 30 Jan to 26 Feb 17","13.82","","26-Feb-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2017","4 The Weekend Australian 30 Jan to 26 Feb 17","12.73","","26-Feb-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2017","4 The Economist 30 Jan to 26 Feb 17","40.00","","26-Feb-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2017","4 Time 30 Jan to 26 Feb 17","25.45","","26-Feb-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2017","Administrative fees 30 Jan to 26 Feb 17","21.09","","26-Feb-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2017","10 The Australian 30 Jan to 26 Feb 17","24.55","","26-Feb-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2017","4 The Daily Telegraph (Sat) 30 Jan to 26 Feb 17","8.73","","26-Feb-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2017","4 The Sunday Telegraph 30 Jan to 26 Feb 17","10.91","","26-Feb-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2017","20 The Daily Telegraph 30 Jan to 26 Feb 17","27.27","","26-Feb-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2017","20 The Sydney Morning Herald 30 Jan to 26 Feb 17","50.91","","26-Feb-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2017","24 The Australian Financial Review 30 Jan to 26 Feb 17","87.27","","26-Feb-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2017","4 The Sun-Herald 30 Jan to 26 Feb 17","12.00","","26-Feb-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2017","10 The Australian 30 Jan to 26 Feb 17","27.27","","26-Feb-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2017","16 The Australian Financial Review 28 Nov 16 to 1 Jan 17","58.18","","28-Nov-2016"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2017","Administrative fees 28 Nov 16 to 1 Jan 17","18.27","","28-Nov-2016"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2017","4 Time 28 Nov 16 to 1 Jan 17","25.45","","28-Nov-2016"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2017","4 The Sun-Herald 28 Nov 16 to 1 Jan 17","12.00","","28-Nov-2016"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2017","4 The Sunday Telegraph 28 Nov 16 to 1 Jan 17","10.91","","28-Nov-2016"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2017","3 The Weekend Australian 28 Nov 16 to 1 Jan 17","9.55","","28-Nov-2016"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2017","3 The Sydney Morning Herald (Sat) 28 Nov 16 to 1 Jan 17","10.36","","28-Nov-2016"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2017","3 The Economist 28 Nov 16 to 1 Jan 17","30.00","","28-Nov-2016"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2017","3 The Daily Telegraph (Sat) 28 Nov 16 to 1 Jan 17","6.55","","28-Nov-2016"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2017","17 The Sydney Morning Herald 28 Nov 16 to 1 Jan 17","43.27","","28-Nov-2016"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2017","17 The Daily Telegraph 28 Nov 16 to 1 Jan 17","23.18","","28-Nov-2016"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2017","17 The Australian 28 Nov 16 to 1 Jan 17","41.73","","28-Nov-2016"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2017","4 The Spectator Australia 28 Nov 16 to 1 Jan 17","39.82","","28-Nov-2016"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2017","19 The Sydney Morning Herald 28 Nov 16 to 1 Jan 17","45.45","","28-Nov-2016"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2017","19 The Daily Telegraph 28 Nov 16 to 1 Jan 17","24.18","","28-Nov-2016"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2017","19 The Australian Financial Review 28 Nov 16 to 1 Jan 17","69.09","","28-Nov-2016"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2017","19 The Australian 28 Nov 16 to 1 Jan 17","46.64","","28-Nov-2016"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2017","Administrative fees 28 Nov 16 to 1 Jan 17","7.27","","28-Nov-2016"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Additional Printing and Communications","Before 1 January 2017","Distribution 1 Dec to 31 Dec 16","545.45","","31-Dec-2016"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Office Administrative Costs","Additional Printing and Communications","Before 1 January 2017","Distribution credit 1 Dec to 31 Dec 16","-13.64","","31-Dec-2016"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","Office phones 12 Jan 17","194.10","","12-Jan-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","Office fax 12 Jan 17","79.79","","12-Jan-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","Office phones 12 Feb 17","185.67","","12-Feb-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","Office fax 12 Feb 17","87.08","","12-Feb-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","Before 1 January 2017","Office phones 9 Dec 16","187.11","","09-Dec-2016"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","Before 1 January 2017","Office fax 9 Dec 16","94.81","","09-Dec-2016"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","Residential phones 5 Jan 17","82.04","","05-Jan-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","Residential phones 8 Feb 17","79.59","","08-Feb-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","Residential phones 9 Mar 17","81.83","","09-Mar-2017"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Family Travel Costs","Family Traveller Domestic Scheduled Fares","Before 1 January 2017","28 Mar 15 - Sydney to Adelaide","-774.42","","28-Mar-2015"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Family Travel Costs","Family Traveller Domestic Scheduled Fares","Before 1 January 2017","29 Mar 15 - Adelaide to Melbourne","-662.67","","29-Mar-2015"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Family Travel Costs","Family Traveller Domestic Scheduled Fares","Before 1 January 2017","30 Mar 15 - Melbourne to Sydney","-577.85","","30-Mar-2015"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Family Travel Costs","Family Traveller Domestic Scheduled Fares","Before 1 January 2017","14 Nov 15 - Sydney to Maroochydore","-489.09","","14-Nov-2015"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Family Travel Costs","Family Traveller Domestic Scheduled Fares","Before 1 January 2017","15 Nov 15 - Maroochydore to Sydney","","","15-Nov-2015"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Family Travel Costs","Family Traveller Domestic Scheduled Fares","Before 1 January 2017","15 Jul 16 - Sydney to Wagga Wagga","-314.06","","15-Jul-2016"
"John Howard","Former Prime Minister","","","Liberal Party of Australia","Family Travel Costs","Family Traveller Domestic Scheduled Fares","Before 1 January 2017","16 Jul 16 - Wagga Wagga to Sydney","-466.04","","16-Jul-2016"
