"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Amount","Date","Notes","Type"
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","15 Feb 17 - Canberra","","","78.60","15-Feb-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","16 Feb 17 - Canberra","","","78.60","16-Feb-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","17 Feb 17 - Brisbane","","","51.10","17-Feb-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","26 Feb 17 - Brisbane","","","83.00","26-Feb-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","28 Feb 17 - Canberra","","","78.60","28-Feb-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","2 Mar 17 - Brisbane","","","51.97","02-Mar-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","13 Mar 17 - Brisbane","","","43.23","13-Mar-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","16 Mar 17 - Brisbane","","","220.55","16-Mar-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","19 Mar 17 - Brisbane","","","156.36","19-Mar-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","19 Mar 17 - Canberra","","","80.40","19-Mar-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","23 Mar 17 - Brisbane","","","50.00","23-Mar-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","26 Mar 17 - Brisbane","","","78.60","26-Mar-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","30 Mar 17 - Canberra","","","40.00","30-Mar-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","COMCAR","Before 1 January 2017","","","","18 Dec 16 - Townsville","","","132.68","18-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","COMCAR","Before 1 January 2017","","","","22 Dec 16 - Brisbane","","","52.40","22-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","From 1 January 2017","","","","11 Jan 17","","","43.07","11-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","From 1 January 2017","","","","11 Jan 17","","","10.74","11-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","From 1 January 2017","","","","12 Jan 17","","","8.25","12-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","From 1 January 2017","","","","12 Jan 17","","","15.25","12-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","From 1 January 2017","","","","12 Jan 17","","","16.41","12-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","From 1 January 2017","","","","13 Jan 17","","","14.30","13-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","From 1 January 2017","","","","13 Jan 17","","","18.71","13-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","From 1 January 2017","","","","13 Jan 17","","","15.06","13-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","From 1 January 2017","","","","14 Jan 17","","","27.34","14-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","From 1 January 2017","","","","15 Jan 17","","","10.55","15-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","From 1 January 2017","","","","15 Jan 17","","","21.87","15-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","From 1 January 2017","","","","15 Jan 17","","","9.59","15-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","From 1 January 2017","","","","15 Jan 17","","","14.49","15-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","From 1 January 2017","","","","16 Jan 17","","","9.12","16-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","From 1 January 2017","","","","16 Jan 17","","","14.39","16-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","From 1 January 2017","","","","18 Jan 17","","","90.26","18-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","From 1 January 2017","","","","18 Jan 17","","","99.50","18-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","From 1 January 2017","","","","7 Feb 17","","","31.65","07-Feb-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","From 1 January 2017","","","","13 Feb 17","","","24.36","13-Feb-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","From 1 January 2017","","","","16 Feb 17","","","9.50","16-Feb-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","From 1 January 2017","","","","17 Feb 17","","","21.29","17-Feb-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","Before 1 January 2017","","","","14 Dec 16","","","89.71","14-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","Before 1 January 2017","","","","14 Dec 16","","","62.16","14-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","Before 1 January 2017","","","","14 Dec 16","","","14.19","14-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","Before 1 January 2017","","","","14 Dec 16","","","5.85","14-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","Before 1 January 2017","","","","15 Dec 16","","","9.21","15-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","Before 1 January 2017","","","","15 Dec 16","","","23.79","15-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","Before 1 January 2017","","","","15 Dec 16","","","59.94","15-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","Before 1 January 2017","","","","19 Dec 16","","","28.86","19-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Cabcharge","Before 1 January 2017","","","","21 Dec 16","","","84.46","21-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Car Costs","Other Car Costs","Before 1 January 2017","","","","Townsville to Cairns 19 Dec to 22 Dec 16","","","406.42","22-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Facilities","Office Facilities","From 1 January 2017","","","","Aggregated Total","","","23,944.87","01-Jan-1900","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Facilities","Office Facilities","Before 1 January 2017","","","","Aggregated Total","","","3,058.05","01-Jan-1900","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Office requisites and stationery 1 Jan to 31 Jan 17","","","8.18","31-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Flags 1 Jan to 31 Jan 17","","","203.00","31-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","MFD Monochrome copy charge 28 Jan to 27 Feb 17","","","18.83","27-Feb-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","MFD Colour copy charge 28 Jan to 27 Feb 17","","","352.36","27-Feb-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Colour copy charge 28 Nov to 27 Dec 16","","","199.71","27-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Monochrome copy charge 28 Nov to 27 Dec 16","","","16.37","27-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Colour copy charge 28 Dec 16 to 27 Jan 17","","","19.22","28-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Monochrome copy charge 28 Dec 16 to 27 Jan 17","","","88.71","28-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","Distribution late payment fee Jan 17","","","15.00","01-Jan-1900","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","Web-services 25 Jan 17 to 24 Jan 19","","","90.00","25-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","e-material 1 Feb 17","","","249.61","01-Feb-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","e-material 1 Feb 17","","","199.60","01-Feb-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","PO Box 8024 rental 1 Apr 17 to 31 Mar 18","","","169.09","01-Apr-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Distribution late payment fee Aug 16","","","15.00","01-Jan-1900","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","e-material 1 Aug 16","","","557.62","01-Aug-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","e-material 1 Aug 16","","","69.75","01-Aug-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","e-material 31 Aug 16","","","41.61","31-Aug-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","e-material 31 Aug 16","","","6.50","31-Aug-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","e-material 30 Sep 16","","","34.97","30-Sep-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","e-material 30 Sep 16","","","12.21","30-Sep-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Distribution 1 Oct to 31 Oct 16","","","90.91","31-Oct-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","e-material 1 Nov 16","","","172.58","01-Nov-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","e-material 1 Nov 16","","","13.60","01-Nov-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Distribution credit 1 Dec to 31 Dec 16","","","-45.45","31-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Distribution 1 Dec to 31 Dec 16","","","2,010.81","31-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","e-material 1 Dec 16","","","121.49","01-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","e-material 31 Dec 16","","","140.74","31-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","e-material 31 Dec 16","","","5.05","31-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office phones 21 Jan 17","","","226.72","21-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office fax 21 Jan 17","","","32.05","21-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office phones 21 Feb 17","","","347.60","21-Feb-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office fax 21 Feb 17","","","32.66","21-Feb-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office phones 21 Mar 17","","","343.50","21-Mar-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office fax 21 Mar 17","","","32.05","21-Mar-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","Before 1 January 2017","","","","Office phones 21 Dec 16","","","340.19","21-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","Before 1 January 2017","","","","Office fax 21 Dec 16","","","32.94","21-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","","","","Dedicated data line 13 Jan 17","","","45.41","13-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","","","","Residential phones 26 Jan 17","","","52.28","26-Jan-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","","","","Dedicated data line 15 Feb 17","","","45.41","15-Feb-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","","","","Residential phones 24 Feb 17","","","26.90","24-Feb-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","","","","Dedicated data line 13 Mar 17","","","45.41","13-Mar-2017","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","Before 1 January 2017","","","","Residential phones 24 Dec 16","","","42.45","24-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Overseas Travel","Overseas Travel","Before 1 January 2017","","","","","","","387.73","01-Jan-1900","","OS Delegation - Accommodation and meals"
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Overseas Travel","Overseas Travel","Before 1 January 2017","","","","","","","209.31","01-Jan-1900","","OS Delegation - Ground transport"
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Family Travel Costs","Family Traveller Domestic Scheduled Fares","Before 1 January 2017","","","","18 Dec 16 - Brisbane to Townsville","","","181.88","18-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Family Travel Costs","Family Traveller Domestic Scheduled Fares","Before 1 January 2017","","","","21 Dec 16 - Cairns to Brisbane","","","168.84","21-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Family Travel Costs","Family Traveller Domestic Scheduled Fares","Before 1 January 2017","","","","18 Dec 16 - Brisbane to Townsville","","","181.88","18-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Family Travel Costs","Family Traveller Domestic Scheduled Fares","Before 1 January 2017","","","","21 Dec 16 - Cairns to Brisbane","","","168.84","21-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Family Travel Costs","Family Traveller Domestic Scheduled Fares","Before 1 January 2017","","","","18 Dec 16 - Brisbane to Townsville","","","181.88","18-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Family Travel Costs","Family Traveller Domestic Scheduled Fares","Before 1 January 2017","","","","21 Dec 16 - Cairns to Brisbane","","","168.84","21-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Family Travel Costs","Family Traveller Domestic Scheduled Fares","Before 1 January 2017","","","","18 Dec 16 - Brisbane to Townsville","","","181.88","18-Dec-2016","",""
"Andrew Laming","Representative","Bowman","Queensland","Liberal Party of Australia","Family Travel Costs","Family Traveller Domestic Scheduled Fares","Before 1 January 2017","","","","21 Dec 16 - Cairns to Brisbane","","","168.84","21-Dec-2016","",""
