"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Amount","Date","Type","Notes"
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","29 Jan 17","30 Jan 17","Canberra","Minister - Official Business","2","276.00","552.00","29-Jan-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","2 Feb 17","3 Feb 17","Canberra","Minister - Official Business","2","276.00","552.00","02-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","4 Feb 17","9 Feb 17","Canberra","Sittings of Parliament","6","276.00","1,656.00","04-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","12 Feb 17","15 Feb 17","Canberra","Sittings of Parliament","4","276.00","1,104.00","12-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","20 Feb 17","20 Feb 17","Sydney","Minister - Official Business","1","442.00","442.00","20-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","23 Feb 17","24 Feb 17","Canberra","Minister - Official Business","2","276.00","552.00","23-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","25 Feb 17","27 Feb 17","Canberra","Senate Estimates","3","276.00","828.00","25-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","28 Feb 17","1 Mar 17","Canberra","Minister - Official Business","2","276.00","552.00","28-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","2 Mar 17","2 Mar 17","Canberra","Senate Estimates","1","276.00","276.00","02-Mar-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","7 Mar 17","7 Mar 17","Canberra","Minister - Official Business","1","276.00","276.00","07-Mar-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","986.56","01-Jan-1900","OS Ministerial - Accommodation and meals",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","430.00","01-Jan-1900","OS Ministerial - Equipment allowance",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","21,960.00","01-Jan-1900","OS Ministerial - Fares",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","129.52","01-Jan-1900","OS Ministerial - Ground transport",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","441.00","01-Jan-1900","OS Ministerial - Minor official expense advance",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","493.45","01-Jan-1900","OS Ministerial - Passport costs",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","421.85","01-Jan-1900","OS Ministerial - Travel advance",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","29 Jan 17 - Perth to Canberra","","","1,685.91","29-Jan-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","31 Jan 17 - Canberra to Sydney","","","1,513.18","31-Jan-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","31 Jan 17 - Sydney to Perth","","","","31-Jan-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","2 Feb 17 - Perth to Canberra","","","1,685.91","02-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","10 Feb 17 - Canberra to Melbourne","","","1,513.55","10-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","10 Feb 17 - Melbourne to Perth","","","","10-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","12 Feb 17 - Perth to Melbourne","","","1,682.32","12-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","12 Feb 17 - Melbourne to Canberra","","","","12-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","16 Feb 17 - Canberra to Perth","","","1,769.77","16-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","20 Feb 17 - Perth to Sydney","","","2,104.93","20-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","21 Feb 17 - Sydney to Perth","","","2,104.93","21-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","23 Feb 17 - Perth to Canberra","","","1,769.77","23-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","3 Mar 17 - Canberra to Melbourne","","","637.91","03-Mar-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","3 Mar 17 - Melbourne to Perth","","","1,817.95","03-Mar-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","7 Mar 17 - Perth to Canberra","","","1,769.77","07-Mar-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","8 Mar 17 - Canberra to Melbourne","","","1,675.84","08-Mar-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","8 Mar 17 - Melbourne to Perth","","","","08-Mar-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","9 Mar 17 - Perth to Sydney","","","2,081.22","09-Mar-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","18 Mar 17 - Sydney to Canberra","","","659.37","18-Mar-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","Before 1 January 2017","","","","8 Jun 16 - Newcastle to Sydney","","","40.00","08-Jun-2016","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","Before 1 January 2017","","","","5 Dec 16 - Perth to Melbourne","","","1,817.95","05-Dec-2016","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","Before 1 January 2017","","","","6 Dec 16 - Melbourne to Sydney","","","814.95","06-Dec-2016","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","Before 1 January 2017","","","","14 Dec 16 - Canberra to Melbourne","","","1,673.97","14-Dec-2016","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Domestic Scheduled Fares","Fares","Before 1 January 2017","","","","14 Dec 16 - Melbourne to Perth","","","","14-Dec-2016","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Lease 8 Jan to 7 Feb 17","","","927.79","07-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Car cleaning 24 Jan 17","","","18.18","24-Jan-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Fuel 24 Jan 17","","","56.78","24-Jan-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Lease 8 Feb to 7 Mar 17","","","927.79","07-Mar-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Fuel 12 Feb 17","","","66.29","12-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Fuel 30 Nov to 28 Dec 16","","","276.15","28-Dec-2016","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Lease 8 Dec 16 to 7 Jan 17","","","927.79","08-Dec-2016","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","29 Jan 17 - Perth","","","78.60","29-Jan-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","29 Jan 17 - Canberra","","","80.40","29-Jan-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","31 Jan 17 - Canberra","","","40.00","31-Jan-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","31 Jan 17 - Canberra","","","40.00","31-Jan-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","31 Jan 17 - Perth","","","40.00","31-Jan-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","2 Feb 17 - Perth","","","40.00","02-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","2 Feb 17 - Canberra","","","41.80","02-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","3 Feb 17 - Canberra","","","40.00","03-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","10 Feb 17 - Canberra","","","40.00","10-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","10 Feb 17 - Canberra","","","40.00","10-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","10 Feb 17 - Canberra","","","49.78","10-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","10 Feb 17 - Canberra","","","40.00","10-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","10 Feb 17 - Perth","","","40.00","10-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","11 Feb 17 - Perth","","","78.60","11-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","12 Feb 17 - Perth","","","78.60","12-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","12 Feb 17 - Canberra","","","80.40","12-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","16 Feb 17 - Canberra","","","44.54","16-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","16 Feb 17 - Perth","","","43.93","16-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","20 Feb 17 - Perth","","","40.00","20-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","20 Feb 17 - Sydney","","","50.00","20-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","21 Feb 17 - Sydney","","","209.60","21-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","21 Feb 17 - Perth","","","55.02","21-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","23 Feb 17 - Perth","","","41.92","23-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","23 Feb 17 - Canberra","","","41.80","23-Feb-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","3 Mar 17 - Melbourne","","","46.12","03-Mar-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","3 Mar 17 - Melbourne","","","81.69","03-Mar-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","3 Mar 17 - Perth","","","40.61","03-Mar-2017","",""
"Michaelia Cash","Senator","","Western Australia","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","7 Mar 17 - Canberra","","","41.80","07-Mar-2017","",""
