"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Amount","Date","Type","Notes"
"Penny Wong","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","6 Feb 17","9 Feb 17","Canberra","Sittings of Parliament","4","276.00","1,104.00","06-Feb-2017","",""
"Penny Wong","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","12 Feb 17","16 Feb 17","Canberra","Sittings of Parliament","5","276.00","1,380.00","12-Feb-2017","",""
"Penny Wong","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","22 Feb 17","22 Feb 17","Perth","Leader of the Opposition - Official Business","1","442.00","442.00","22-Feb-2017","",""
"Penny Wong","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","23 Feb 17","23 Feb 17","Sydney","Parliamentary Political Party Meeting","1","442.00","442.00","23-Feb-2017","",""
"Penny Wong","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","26 Feb 17","28 Feb 17","Canberra","Senate Estimates","3","276.00","828.00","26-Feb-2017","",""
"Penny Wong","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","1 Mar 17","1 Mar 17","Canberra","Leader of the Opposition - Official Business","1","276.00","276.00","01-Mar-2017","",""
"Penny Wong","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","2 Mar 17","2 Mar 17","Canberra","Senate Estimates","1","276.00","276.00","02-Mar-2017","",""
"Penny Wong","Senator","","South Australia","Australian Labor Party","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","2,363.72","01-Jan-1900","OS Delegation - Accommodation and meals",""
"Penny Wong","Senator","","South Australia","Australian Labor Party","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","430.00","01-Jan-1900","OS Delegation - Equipment allowance",""
"Penny Wong","Senator","","South Australia","Australian Labor Party","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","11,229.74","01-Jan-1900","OS Delegation - Fares",""
