"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Details","Amount","Notes","Date"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","13 Feb 17 - Brisbane to Canberra","799.62","","13-Feb-2017"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","14 Feb 17 - Canberra to Brisbane","739.64","","14-Feb-2017"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Domestic Scheduled Fares","Fares","Before 1 January 2017","18 Dec 16 - Melbourne to Brisbane","1,128.52","","18-Dec-2016"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Domestic Scheduled Fares","Fares","Before 1 January 2017","19 Dec 16 - Brisbane to Sydney","815.57","","19-Dec-2016"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Domestic Scheduled Fares","Fares","Before 1 January 2017","20 Dec 16 - Sydney to Brisbane","815.57","","20-Dec-2016"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Car Costs","Private-Plated Vehicle","From 1 January 2017","Lease 17 Jan to 16 Feb 17","1,162.78","","16-Feb-2017"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Car Costs","Private-Plated Vehicle","From 1 January 2017","Fuel 1 Feb to 17 Feb 17","179.92","","17-Feb-2017"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Car Costs","Private-Plated Vehicle","From 1 January 2017","Fuel interest fee 7 Feb to 22 Feb 17","1.02","","22-Feb-2017"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Car Costs","Private-Plated Vehicle","From 1 January 2017","Lease 17 Feb to 16 Mar 17","1,162.78","","16-Mar-2017"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Car Costs","Private-Plated Vehicle","Before 1 January 2017","Reimbursement of accident excess 27 Oct 15","-454.55","","27-Oct-2015"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Car Costs","Private-Plated Vehicle","Before 1 January 2017","Fuel 1 Nov to 22 Nov 16","193.80","","22-Nov-2016"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Car Costs","Private-Plated Vehicle","Before 1 January 2017","Lease 17 Nov to 16 Dec 16","1,162.78","","16-Dec-2016"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Car Costs","Private-Plated Vehicle","Before 1 January 2017","Fuel 10 Dec to 24 Dec 16","130.75","","24-Dec-2016"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Car Costs","Private-Plated Vehicle","Before 1 January 2017","Lease 17 Dec 16 to 16 Jan 17","1,162.78","","17-Dec-2016"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Car Costs","Private-Plated Vehicle","Before 1 January 2017","Fuel interest fee 31 Dec 16 to 22 Jan 17","1.01","","31-Dec-2016"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Car Costs","Private-Plated Vehicle","Before 1 January 2017","Fuel 31 Dec 16 to 21 Jan 17","228.70","","31-Dec-2016"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","13 Feb 17 - Canberra","78.60","","13-Feb-2017"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","13 Feb 17 - Canberra","45.85","","13-Feb-2017"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","13 Feb 17 - Canberra","360.25","","13-Feb-2017"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","14 Feb 17 - Canberra","40.00","","14-Feb-2017"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","14 Feb 17 - Canberra","123.14","","14-Feb-2017"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Office Facilities","Office Facilities","From 1 January 2017","Aggregated Total","29,018.99","","01-Jan-1900"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Office Facilities","Office Facilities","Before 1 January 2017","Aggregated Total","-446.32","","01-Jan-1900"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","Office requisites and stationery 1 Feb to 28 Feb 17","443.38","","28-Feb-2017"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","General office consumables 1 Dec to 31 Dec 16","6.05","","31-Dec-2016"
"Kevin Rudd","Former Prime Minister","","","Australian Labor Party","Office Administrative Costs","Additional Printing and Communications","Before 1 January 2017","Distribution 1 Dec to 31 Dec 16","17.09","","31-Dec-2016"
