"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Amount","Date","Type","Notes"
"Dan Tehan","Representative","Wannon","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","15 Jan 17","15 Jan 17","Melbourne","Minister - Official Business","1","442.00","442.00","15-Jan-2017","",""
"Dan Tehan","Representative","Wannon","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","19 Jan 17","19 Jan 17","Portland","Electorate Business","1","372.00","372.00","19-Jan-2017","",""
"Dan Tehan","Representative","Wannon","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","23 Jan 17","23 Jan 17","Canberra","Minister - Official Business","1","276.00","276.00","23-Jan-2017","",""
"Dan Tehan","Representative","Wannon","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","31 Jan 17","31 Jan 17","Warnambool","Electorate Business","1","372.00","372.00","31-Jan-2017","",""
"Dan Tehan","Representative","Wannon","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","3 Feb 17","3 Feb 17","Melbourne","Minister - Official Business","1","442.00","442.00","03-Feb-2017","",""
"Dan Tehan","Representative","Wannon","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","5 Feb 17","8 Feb 17","Canberra","Sittings of Parliament","4","276.00","1,104.00","05-Feb-2017","",""
"Dan Tehan","Representative","Wannon","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","9 Feb 17","9 Feb 17","Melbourne","Sittings of Parliament","1","442.00","442.00","09-Feb-2017","",""
"Dan Tehan","Representative","Wannon","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","11 Feb 17","16 Feb 17","Canberra","Sittings of Parliament","6","276.00","1,656.00","11-Feb-2017","",""
"Dan Tehan","Representative","Wannon","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","17 Feb 17","18 Feb 17","Darwin","Minister - Official Business","2","464.00","928.00","17-Feb-2017","",""
"Dan Tehan","Representative","Wannon","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","21 Feb 17","21 Feb 17","Melbourne","Minister - Official Business","1","442.00","442.00","21-Feb-2017","",""
"Dan Tehan","Representative","Wannon","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","22 Feb 17","22 Feb 17","Sydney","Minister - Official Business","1","442.00","442.00","22-Feb-2017","",""
