"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Amount","Date","Type","Notes"
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","6 Feb 17","9 Feb 17","Canberra","Sittings of Parliament","4","276.00","1,104.00","06-Feb-2017","",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","12 Feb 17","16 Feb 17","Canberra","Sittings of Parliament","5","276.00","1,380.00","12-Feb-2017","",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","Before 1 January 2017","5 Dec 16","5 Dec 16","Adelaide","Minister - Official Business","1","386.00","386.00","05-Dec-2016","",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","Before 1 January 2017","13 Dec 16","13 Dec 16","Brisbane","Minister - Official Business","1","434.00","434.00","13-Dec-2016","",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","1,378.05","01-Jan-1900","OS Ministerial - Accommodation and meals",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","24,993.00","01-Jan-1900","OS Ministerial - Fares",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","1,112.63","01-Jan-1900","OS Ministerial - Medical costs",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","378.00","01-Jan-1900","OS Ministerial - Minor official expense advance",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","89.97","01-Jan-1900","OS Ministerial - Travel advance",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","Before 1 January 2017","","","","","","","2,069.29","01-Jan-1900","OS Ministerial - Accommodation and meals",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","Before 1 January 2017","","","","","","","12,706.86","01-Jan-1900","OS Ministerial - Fares",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","Before 1 January 2017","","","","","","","4,573.20","01-Jan-1900","OS Ministerial - Fares",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","Before 1 January 2017","","","","","","","220.37","01-Jan-1900","OS Ministerial - Ground transport",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","942.93","01-Jan-1900","OS Ministerial - Accommodation and meals",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","7,031.88","01-Jan-1900","OS Ministerial - Fares",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","189.00","01-Jan-1900","OS Ministerial - Minor official expense advance",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","86.65","01-Jan-1900","OS Ministerial - Travel advance",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","6,387.89","01-Jan-1900","OS Ministerial - Accommodation and meals",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","430.00","01-Jan-1900","OS Ministerial - Equipment allowance",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","39,229.02","01-Jan-1900","OS Ministerial - Fares",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","850.83","01-Jan-1900","OS Ministerial - Ground transport",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","378.00","01-Jan-1900","OS Ministerial - Minor official expense advance",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","630.36","01-Jan-1900","OS Ministerial - Travel advance",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","2,851.35","01-Jan-1900","OS Ministerial - Fares",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","189.00","01-Jan-1900","OS Ministerial - Minor official expense advance",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","96.79","01-Jan-1900","OS Ministerial - Travel advance",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","508.85","01-Jan-1900","OS Ministerial - Accommodation and meals",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","430.00","01-Jan-1900","OS Ministerial - Equipment allowance",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","10,260.10","01-Jan-1900","OS Ministerial - Fares",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","378.00","01-Jan-1900","OS Ministerial - Minor official expense advance",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","192.00","01-Jan-1900","OS Ministerial - Related travel expenses",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","146.15","01-Jan-1900","OS Ministerial - Travel advance",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","6 Feb 17 - Sydney to Canberra","","","554.99","06-Feb-2017","",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","12 Feb 17 - Sydney to Canberra","","","121.30","12-Feb-2017","",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Domestic Scheduled Fares","Fares","Before 1 January 2017","","","","3 Dec 16 - Sydney to Melbourne","","","814.95","03-Dec-2016","",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Domestic Scheduled Fares","Fares","Before 1 January 2017","","","","3 Dec 16 - Melbourne to Sydney","","","814.95","03-Dec-2016","",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Domestic Scheduled Fares","Fares","Before 1 January 2017","","","","5 Dec 16 - Sydney to Adelaide","","","943.31","05-Dec-2016","",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Domestic Scheduled Fares","Fares","Before 1 January 2017","","","","17 Dec 16 - Brisbane to Sydney","","","815.57","17-Dec-2016","",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Fuel interest fee 7 Jan to 15 Jan 17","","","0.67","15-Jan-2017","",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Lease 9 Jan to 8 Feb 17","","","781.25","08-Feb-2017","",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Car cleaning 23 Jan 17","","","16.32","23-Jan-2017","",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Fuel 3 Feb to 24 Feb 17","","","261.89","24-Feb-2017","",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Lease 9 Feb to 8 Mar 17","","","781.25","08-Mar-2017","",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Fuel interest fee 15 Feb to 22 Feb 17","","","1.02","22-Feb-2017","",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Car cleaning 16 Feb 17","","","16.32","16-Feb-2017","",""
"Concetta Fierravanti-Wells","Senator","","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Fuel 31 Oct to 19 Nov 16","","","243.82","19-Nov-2016","",""
