"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Details","Amount","Notes","Date"
"Ian Macfarlane","Representative","Groom","Queensland","Liberal Party of Australia","Family Travel Costs","Family Traveller Domestic Scheduled Fares","From 1 July 2016","19 Jul 16 - Wellcamp to Sydney","389.03","","19-Jul-2016"
"Ian Macfarlane","Representative","Groom","Queensland","Liberal Party of Australia","Family Travel Costs","Family Traveller Domestic Scheduled Fares","From 1 July 2016","21 Jul 16 - Sydney to Wellcamp","389.03","","21-Jul-2016"
"Ian Macfarlane","Representative","Groom","Queensland","Liberal Party of Australia","Family Travel Costs","Family Traveller Domestic Scheduled Fares","From 1 July 2016","2 Aug 16 - Brisbane to Melbourne","991.59","","02-Aug-2016"
"Ian Macfarlane","Representative","Groom","Queensland","Liberal Party of Australia","Family Travel Costs","Family Traveller Domestic Scheduled Fares","From 1 July 2016","4 Aug 16 - Melbourne to Brisbane","991.59","","04-Aug-2016"
"Ian Macfarlane","Representative","Groom","Queensland","Liberal Party of Australia","Domestic Scheduled Fares","Fares","Before 1 July 2016","27 Jun 16 - Brisbane to Perth","2,083.77","","27-Jun-2016"
"Ian Macfarlane","Representative","Groom","Queensland","Liberal Party of Australia","Domestic Scheduled Fares","Fares","Before 1 July 2016","29 Jun 16 - Perth to Brisbane","2,083.77","","29-Jun-2016"
"Ian Macfarlane","Representative","Groom","Queensland","Liberal Party of Australia","Office Facilities","Office Facilities","Before 1 July 2016","Aggregated Total","4,111.92","","01-Jul-2016"
