"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Details","Amount","Notes","Date"
"David Hawker","Representative","Wannon","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","22 Jul 16 - Melbourne to Hobart","391.34","","22-Jul-2016"
"David Hawker","Representative","Wannon","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","24 Jul 16 - Hobart to Melbourne","391.34","","24-Jul-2016"
"David Hawker","Representative","Wannon","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","12 Aug 16 - Melbourne to Hobart","391.32","","12-Aug-2016"
"David Hawker","Representative","Wannon","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","14 Aug 16 - Hobart to Melbourne","714.26","","14-Aug-2016"
"David Hawker","Representative","Wannon","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","19 Aug 16 - Melbourne to Adelaide","431.74","","19-Aug-2016"
"David Hawker","Representative","Wannon","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","21 Aug 16 - Adelaide to Melbourne","431.74","","21-Aug-2016"
"David Hawker","Representative","Wannon","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","11 Nov 16 - Melbourne to Brisbane","644.06","","11-Nov-2016"
"David Hawker","Representative","Wannon","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","13 Nov 16 - Brisbane to Melbourne","644.06","","13-Nov-2016"
"David Hawker","Representative","Wannon","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","Before 1 July 2016","21 Jun 16 - Melbourne to Adelaide","429.23","","21-Jun-2016"
"David Hawker","Representative","Wannon","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","Before 1 July 2016","22 Jun 16 - Adelaide to Melbourne","429.23","","22-Jun-2016"
