"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Spouse","Amount","Date"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","16 Jul 16","17 Jul 16","Canberra","Parliamentary Political Party Meeting","2","273.00","","546.00","16-Jul-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","28 Aug 16","1 Sep 16","Canberra","Sittings of Parliament","5","276.00","","1,380.00","28-Aug-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","11 Sep 16","15 Sep 16","Canberra","Sittings of Parliament","5","276.00","","1,380.00","11-Sep-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","9 Oct 16","13 Oct 16","Canberra","Sittings of Parliament","5","276.00","","1,380.00","09-Oct-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","16 Oct 16","20 Oct 16","Canberra","Sittings of Parliament","5","276.00","","1,380.00","16-Oct-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","6 Nov 16","10 Nov 16","Canberra","Sittings of Parliament","5","276.00","","1,380.00","06-Nov-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","20 Nov 16","24 Nov 16","Canberra","Sittings of Parliament","5","276.00","","1,380.00","20-Nov-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","27 Nov 16","1 Dec 16","Canberra","Sittings of Parliament","5","276.00","","1,380.00","27-Nov-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Car Costs","Private Vehicle Allowance","From 1 July 2016","","","","Canberra to Mount Dandenong 18 Jul 16","","","","458.70","18-Jul-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Car Costs","Private Vehicle Allowance","From 1 July 2016","","","","Mount Dandenong to Canberra 28 Aug 16","","","","458.70","28-Aug-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Car Costs","Private Vehicle Allowance","From 1 July 2016","","","","Canberra to Mount Dandenong 2 Sep 16","","","","458.70","02-Sep-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Car Costs","Private Vehicle Allowance","From 1 July 2016","","","","Mount Dandenong to Canberra 11 Sep 16","","","","234.70","11-Sep-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Car Costs","Private Vehicle Allowance","From 1 July 2016","","","","Canberra to Mount Dandenong 16 Sep 16","","","","234.70","16-Sep-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Car Costs","Private Vehicle Allowance","From 1 July 2016","","","","Mount Dandenong to Canberra 9 Oct 16","","","","458.70","09-Oct-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Car Costs","Private Vehicle Allowance","From 1 July 2016","","","","Canberra to Mount Dandenong 14 Oct 16","","","","458.70","14-Oct-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Car Costs","Private Vehicle Allowance","From 1 July 2016","","","","Mount Dandenong to Canberra 16 Oct 16","","","","458.70","16-Oct-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Car Costs","Private Vehicle Allowance","From 1 July 2016","","","","Canberra to Mount Dandenong 21 Oct 16","","","","458.70","21-Oct-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Car Costs","Private Vehicle Allowance","From 1 July 2016","","","","Mount Dandenong to Canberra 6 Nov 16","","","","277.70","06-Nov-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Car Costs","Private Vehicle Allowance","From 1 July 2016","","","","Canberra to Mount Dandenong 11 Nov 16","","","","234.70","11-Nov-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Car Costs","Private Vehicle Allowance","From 1 July 2016","","","","Mount Dandenong to Canberra 20 Nov 16","","","","234.70","20-Nov-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Car Costs","Private Vehicle Allowance","From 1 July 2016","","","","Canberra to Mount Dandenong 25 Nov 16","","","","234.70","25-Nov-2016"
