"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Details","Amount","Notes","Date"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","25 Jul 16 - Darwin to Melbourne","1,401.53","","25-Jul-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","26 Jul 16 - Melbourne to Canberra","613.09","","26-Jul-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","29 Jul 16 - Canberra to Brisbane","1,418.95","","29-Jul-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","29 Jul 16 - Brisbane to Darwin","","","29-Jul-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","23 Nov 16 - Darwin to Brisbane","1,472.73","","23-Nov-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","23 Nov 16 - Brisbane to Canberra","739.64","","23-Nov-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","24 Nov 16 - Canberra to Sydney","1,419.53","","24-Nov-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","24 Nov 16 - Sydney to Darwin","","","24-Nov-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","28 Nov 16 - Darwin to Melbourne","2,224.01","","28-Nov-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","28 Nov 16 - Melbourne to Canberra","","","28-Nov-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","30 Nov 16 - Canberra to Sydney","1,419.53","","30-Nov-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","30 Nov 16 - Sydney to Darwin","","","30-Nov-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Facilities","Office Facilities","From 1 July 2016","Aggregated Total","11.83","","01-Jan-1900"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Facilities","Office Facilities","Before 1 July 2016","Aggregated Total","4,055.43","","01-Jan-1900"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","e-material 1 Jul to 2 Jul 16","9,563.17","","02-Jul-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","2 Printed items 1 Jul 16","867.13","","01-Jul-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","Distribution late payment fee Apr 16","15.00","","01-Jan-1900"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","Distribution 1 Apr to 30 Apr 16","545.45","","30-Apr-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","Distribution credit 1 Apr to 30 Apr 16","-11.36","","30-Apr-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 1 May 16","490.91","","01-May-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","Distribution late payment fee May 16","15.00","","01-Jan-1900"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","Distribution 1 May to 31 May 16","10,043.51","","31-May-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 3 May 16","235.89","","03-May-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 6 May 16","294.86","","06-May-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 8 May 16","490.91","","08-May-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","50,866 Postal vote applications 9 May 16","22,999.40","","09-May-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 10 May 16","235.89","","10-May-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 15 May 16","490.91","","15-May-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 22 May 16","490.91","","22-May-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 26 May 16","433.56","","26-May-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","40,500 Personalised letterhead stationery 27 May 16","1,543.00","","27-May-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 29 May 16","1,352.39","","29-May-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","Distribution 1 Jun to 30 Jun 16","41,789.72","","30-Jun-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","Distribution credit 1 Jun to 30 Jun 16","-9,691.15","","30-Jun-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","Distribution late payment fee Jun 16","15.00","","01-Jan-1900"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 2 Jun 16","433.56","","02-Jun-2016"
"Natasha Griggs","Representative","Solomon","Northern Territory","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 5 Jun 16","1,352.39","","05-Jun-2016"
