"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Details","Amount","Notes","Date"
"Mal Brough","Representative","Longman","Queensland","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","7 Nov 16 - Maroochydore to Sydney","294.62","","07-Nov-2016"
"Mal Brough","Representative","Longman","Queensland","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","7 Nov 16 - Sydney to Canberra","","","07-Nov-2016"
"Mal Brough","Representative","Longman","Queensland","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","7 Nov 16 - Canberra to Brisbane","401.98","","07-Nov-2016"
"Mal Brough","Representative","Longman","Queensland","Liberal Party of Australia","Office Facilities","Office Facilities","Before 1 July 2016","Aggregated Total","-6,902.71","","01-Jan-1900"
"Mal Brough","Representative","Longman","Queensland","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","Refund of publications 9 May 16","-38.18","","09-May-2016"
