"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Spouse","Amount","Date","Type","Notes"
"Keith Pitt","Representative","Hinkler","Queensland","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","11 Jul 16","12 Jul 16","Canberra","Parliamentary Political Party Meeting","2","273.00","","546.00","11-Jul-2016","",""
"Keith Pitt","Representative","Hinkler","Queensland","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","17 Jul 16","20 Jul 16","Canberra","Assistant Minister - Official Business","4","273.00","","1,092.00","17-Jul-2016","",""
"Keith Pitt","Representative","Hinkler","Queensland","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","21 Jul 16","21 Jul 16","Sydney","Assistant Minister - Official Business","1","146.00","","146.00","21-Jul-2016","",""
"Keith Pitt","Representative","Hinkler","Queensland","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","25 Jul 16","25 Jul 16","Melbourne","Assistant Minister - Official Business","1","438.00","","438.00","25-Jul-2016","",""
"Keith Pitt","Representative","Hinkler","Queensland","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","27 Jul 16","27 Jul 16","Canberra","Assistant Minister - Official Business","1","273.00","","273.00","27-Jul-2016","",""
"Keith Pitt","Representative","Hinkler","Queensland","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","2 Aug 16","2 Aug 16","Brisbane","Assistant Minister - Official Business","1","430.00","","430.00","02-Aug-2016","",""
"Keith Pitt","Representative","Hinkler","Queensland","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","8 Aug 16","8 Aug 16","Sydney","Assistant Minister - Official Business","1","438.00","","438.00","08-Aug-2016","",""
"Keith Pitt","Representative","Hinkler","Queensland","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","16 Aug 16","16 Aug 16","Canberra","Assistant Minister - Official Business","1","273.00","","273.00","16-Aug-2016","",""
"Keith Pitt","Representative","Hinkler","Queensland","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","17 Aug 16","17 Aug 16","Brisbane","Assistant Minister - Official Business","1","430.00","","430.00","17-Aug-2016","",""
"Keith Pitt","Representative","Hinkler","Queensland","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","18 Aug 16","18 Aug 16","Melbourne","Assistant Minister - Official Business","1","438.00","","438.00","18-Aug-2016","",""
