"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Details","Amount","Notes","Date"
"Jill Hall","Representative","Shortland","New South Wales","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","1 Sep 16 - Canberra to Newcastle","332.24","","01-Sep-2016"
"Jill Hall","Representative","Shortland","New South Wales","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","8 Nov 16 - Newcastle to Canberra","406.18","","08-Nov-2016"
"Jill Hall","Representative","Shortland","New South Wales","Australian Labor Party","Car Costs","Other Car Costs","Before 1 July 2016","Newcastle to Sydney 17 Oct to 18 Oct 15","169.40","","18-Oct-2015"
"Jill Hall","Representative","Shortland","New South Wales","Australian Labor Party","Office Facilities","Office Facilities","Before 1 July 2016","Aggregated Total","181.86","","01-Jul-2016"
"Jill Hall","Representative","Shortland","New South Wales","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","MFD Colour copy charge 24 Apr to 23 May 16","762.17","","23-May-2016"
"Jill Hall","Representative","Shortland","New South Wales","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","MFD Monochrome copy charge 24 Apr to 23 May 16","36.41","","23-May-2016"
"Jill Hall","Representative","Shortland","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","PO Box 499 rental credit 9 May 16","-152.73","","09-May-2016"
