"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Spouse","Amount","Date","Notes","Type"
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","21 Jul 16","21 Jul 16","Canberra","Parliamentary Political Party Meeting","1","273.00","","273.00","21-Jul-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","16 Aug 16","16 Aug 16","Canberra","Whip - Official Business","1","273.00","","273.00","16-Aug-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","24 Aug 16","24 Aug 16","Canberra","Whip - Official Business","1","273.00","","273.00","24-Aug-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","29 Aug 16","1 Sep 16","Canberra","Sittings of Parliament","4","276.00","","1,104.00","29-Aug-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","11 Sep 16","14 Sep 16","Canberra","Sittings of Parliament","4","276.00","","1,104.00","11-Sep-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","9 Oct 16","12 Oct 16","Canberra","Sittings of Parliament","4","276.00","","1,104.00","09-Oct-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","16 Oct 16","19 Oct 16","Canberra","Sittings of Parliament","4","276.00","","1,104.00","16-Oct-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 July 2016","6 Nov 16","9 Nov 16","Canberra","Sittings of Parliament","4","276.00","","1,104.00","06-Nov-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","8 Jul 16 - Brisbane to Canberra","","","","799.62","08-Jul-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","8 Jul 16 - Canberra to Sydney","","","","1,104.99","08-Jul-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","8 Jul 16 - Sydney to Brisbane","","","","","08-Jul-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","21 Jul 16 - Brisbane to Canberra","","","","799.62","21-Jul-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","22 Jul 16 - Canberra to Sydney","","","","855.96","22-Jul-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","22 Jul 16 - Sydney to Brisbane","","","","","22-Jul-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","16 Aug 16 - Brisbane to Canberra","","","","799.62","16-Aug-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","18 Aug 16 - Canberra to Brisbane","","","","799.62","18-Aug-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","24 Aug 16 - Brisbane to Canberra","","","","739.64","24-Aug-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","25 Aug 16 - Canberra to Brisbane","","","","470.74","25-Aug-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","29 Aug 16 - Brisbane to Canberra","","","","739.64","29-Aug-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","2 Sep 16 - Canberra to Brisbane","","","","476.06","02-Sep-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","11 Sep 16 - Brisbane to Canberra","","","","739.64","11-Sep-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","15 Sep 16 - Canberra to Brisbane","","","","799.62","15-Sep-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","9 Oct 16 - Brisbane to Canberra","","","","739.64","09-Oct-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","13 Oct 16 - Canberra to Brisbane","","","","799.62","13-Oct-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","16 Oct 16 - Brisbane to Canberra","","","","739.64","16-Oct-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","20 Oct 16 - Canberra to Brisbane","","","","799.62","20-Oct-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","6 Nov 16 - Brisbane to Canberra","","","","739.64","06-Nov-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","10 Nov 16 - Canberra to Brisbane","","","","799.62","10-Nov-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","21 Nov 16 - Brisbane to Canberra","","","","739.64","21-Nov-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","24 Nov 16 - Canberra to Brisbane","","","","799.62","24-Nov-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","27 Nov 16 - Brisbane to Canberra","","","","739.64","27-Nov-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","","","","2 Dec 16 - Canberra to Brisbane","","","","799.62","02-Dec-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Car Costs","Private-Plated Vehicle","From 1 July 2016","","","","Fuel 1 Jul to 21 Jul 16","","","","178.98","21-Jul-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Car Costs","Private-Plated Vehicle","From 1 July 2016","","","","Lease 17 Jul to 16 Aug 16","","","","1,138.85","16-Aug-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Car Costs","Private-Plated Vehicle","From 1 July 2016","","","","Fuel 30 Jul to 26 Aug 16","","","","266.05","26-Aug-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Car Costs","Private-Plated Vehicle","From 1 July 2016","","","","Lease 17 Aug to 16 Sep 16","","","","1,138.85","16-Sep-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Car Costs","Private-Plated Vehicle","From 1 July 2016","","","","Fuel 3 Sep to 27 Sep 16","","","","272.47","27-Sep-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Car Costs","Private-Plated Vehicle","From 1 July 2016","","","","Accident excess 12 Sep 16","","","","500.00","12-Sep-2016","",""
"Graham Perrett","Representative","Moreton","Queensland","Australian Labor Party","Car Costs","Private-Plated Vehicle","From 1 July 2016","","","","Lease 17 Sep to 16 Oct 16","","","","1,138.85","16-Oct-2016","",""
