"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Details","Amount","Notes","Date"
"Clive Palmer","Representative","Fairfax","Queensland","Palmer United Party","Domestic Scheduled Fares","Fares","From 1 July 2016","9 Nov 16 - Brisbane to Canberra","739.64","","09-Nov-2016"
"Clive Palmer","Representative","Fairfax","Queensland","Palmer United Party","Domestic Scheduled Fares","Fares","From 1 July 2016","10 Nov 16 - Canberra to Coolangatta","643.61","","10-Nov-2016"
"Clive Palmer","Representative","Fairfax","Queensland","Palmer United Party","Office Facilities","Office Facilities","Before 1 July 2016","Aggregated Total","2,260.20","","01-Jul-2016"
