"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Details","Amount","Notes","Date"
"Anna Burke","Representative","Chisholm","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","Before 1 July 2016","26 Nov 15 - Canberra to Melbourne","580.63","","26-Nov-2015"
"Anna Burke","Representative","Chisholm","Victoria","Australian Labor Party","Office Facilities","Office Facilities","Before 1 July 2016","Aggregated Total","13,847.32","","01-Jul-2016"
"Anna Burke","Representative","Chisholm","Victoria","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","Office requisites and stationery 1 May to 31 May 16","414.00","","31-May-2016"
"Anna Burke","Representative","Chisholm","Victoria","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","Printing 25 Jun 15","800.00","","25-Jun-2015"
"Anna Burke","Representative","Chisholm","Victoria","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","4,135 Printed items 30 Oct 15","360.00","","30-Oct-2015"
"Anna Burke","Representative","Chisholm","Victoria","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","4,134 Printed items 3 Nov 15","800.00","","03-Nov-2015"
"Anna Burke","Representative","Chisholm","Victoria","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","Printing 31 Jan 16","205.00","","31-Jan-2016"
"Anna Burke","Representative","Chisholm","Victoria","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 8 Feb 16","570.91","","08-Feb-2016"
"Anna Burke","Representative","Chisholm","Victoria","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","8,430 Printed items 30 Apr 16","550.00","","30-Apr-2016"
"Anna Burke","Representative","Chisholm","Victoria","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","15,543 Printed items 3 May 16","2,550.00","","03-May-2016"
"Anna Burke","Representative","Chisholm","Victoria","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","Web-design 9 May 16","270.00","","09-May-2016"
"Anna Burke","Representative","Chisholm","Victoria","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","Distribution 1 Jun to 30 Jun 16","531.32","","30-Jun-2016"
"Anna Burke","Representative","Chisholm","Victoria","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","Distribution credit 1 Jun to 30 Jun 16","-5.68","","30-Jun-2016"
"Anna Burke","Representative","Chisholm","Victoria","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","66,000 Postal vote applications 9 May 16","22,165.00","","09-May-2016"
"Anna Burke","Representative","Chisholm","Victoria","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","Distribution 1 Jul to 31 Jul 16","8.86","","31-Jul-2016"
"Anna Burke","Representative","Chisholm","Victoria","Australian Labor Party","Office Administrative Costs","Publications","Before 1 July 2016","Administrative fees 9 May 16","50.91","","09-May-2016"
"Anna Burke","Representative","Chisholm","Victoria","Australian Labor Party","Telecommunications","Telecommunications - Residential - Official","Before 1 July 2016","Residential phones adj 9 May 16","-49.54","","09-May-2016"
"Anna Burke","Representative","Chisholm","Victoria","Australian Labor Party","Telecommunications","Telecommunications - Residential - Official","Before 1 July 2016","Dedicated data line adj 9 May 16","-18.46","","09-May-2016"
"Anna Burke","Representative","Chisholm","Victoria","Australian Labor Party","Family Travel Costs","Family Traveller Domestic Scheduled Fares","Before 1 July 2016","10 Apr 15 - Sydney to Melbourne","-862.73","","10-Apr-2015"
"Anna Burke","Representative","Chisholm","Victoria","Australian Labor Party","Family Travel Costs","Family Traveller Domestic Scheduled Fares","Before 1 July 2016","10 Apr 15 - Sydney to Melbourne","-862.73","","10-Apr-2015"
