"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Details","Amount","Notes","Date"
"Chris Evans","Senator","","Western Australia","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","30 Aug 16 - Perth to Melbourne","1,673.97","","30-Aug-2016"
"Chris Evans","Senator","","Western Australia","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","30 Aug 16 - Melbourne to Canberra","","","30-Aug-2016"
"Chris Evans","Senator","","Western Australia","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","31 Aug 16 - Canberra to Perth","1,651.31","","31-Aug-2016"
