"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Details","Amount","Notes","Date"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","20 The Advertiser, 4 The Advertiser (Sat), 4 Sunday Mail and 1 The Advertiser (digital) 4 Apr to 27","160.00","","01-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","Jun 15","","","01-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","20 The Advertiser, 4 The Advertiser (Sat), 4 Sunday Mail and 1 The Advertiser (digital) 25 Jul 15 to 7","523.64","","25-Jul-2015"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","Jun 16","","","01-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 July 2016","Office phones 1 Jul 16","1,236.03","","01-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 July 2016","Office fax 1 Jul 16","100.55","","01-Jul-2016"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","Before 1 July 2016","Residential phones 14 Jun 14 to 13 Jul 14","15.00","","14-Jun-2014"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","Before 1 July 2016","Residential phones 14 Jun 14 to 13 Jul 14","9.10","","14-Jun-2014"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","Before 1 July 2016","Dedicated data line 14 Jun 14 to 13 Jul 14","72.73","","14-Jun-2014"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","Before 1 July 2016","Residential phones 14 Jul 14 to 13 Jul 15","127.44","","14-Jul-2014"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","Before 1 July 2016","Dedicated data line 14 Jul 14 to 13 Jul 15","832.47","","14-Jul-2014"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","Before 1 July 2016","Residential phones 14 Jul 15 to 13 Jul 16","45.00","","14-Jul-2015"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","Before 1 July 2016","Residential phones 14 Jul 15 to 13 Jul 16","181.48","","14-Jul-2015"
"Matt Williams","Representative","Hindmarsh","South Australia","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","Before 1 July 2016","Dedicated data line 14 Jul 15 to 13 Jul 16","983.55","","14-Jul-2015"
