"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Spouse","Amount","Date"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 July 2016","","","","Flags 1 Jul to 31 Jul 16","","","","3,328.30","31-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 July 2016","","","","Water refills 12 Jul 16","","","","11.00","12-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 July 2016","","","","MFD Colour copy charge 24 Jul to 23 Aug 16","","","","113.19","23-Aug-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 July 2016","","","","MFD Monochrome copy charge 24 Jul to 23 Aug 16","","","","23.86","23-Aug-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 July 2016","","","","Office requisites and stationery 1 Aug to 31 Aug 16","","","","287.21","31-Aug-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 July 2016","","","","MFD Monochrome copy charge 24 Aug to 23 Sep 16","","","","23.86","23-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 July 2016","","","","MFD Colour copy charge 24 Aug to 23 Sep 16","","","","170.37","23-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 July 2016","","","","Office requisites and stationery 1 Sep to 30 Sep 16","","","","940.44","30-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 July 2016","","","","Software reimbursement 2016/17","","","","2,318.18","01-Jan-1900"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 July 2016","","","","MFD Monochrome copy charge 24 Sep to 23 Oct 16","","","","18.20","23-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 July 2016","","","","MFD Colour copy charge 24 Sep to 23 Oct 16","","","","385.80","23-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 July 2016","","","","Office requisites and stationery 1 Oct to 31 Oct 16","","","","235.95","31-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 July 2016","","","","Flags 1 Oct to 31 Oct 16","","","","1,428.25","31-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 July 2016","","","","MFD Colour copy charge 24 Oct to 23 Nov 16","","","","126.42","23-Nov-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 July 2016","","","","MFD Monochrome copy charge 24 Oct to 23 Nov 16","","","","17.43","23-Nov-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","","","","MFD Colour copy charge 24 Apr to 23 May 16","","","","3,331.90","23-May-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","","","","MFD Monochrome copy charge 24 Apr to 23 May 16","","","","62.62","23-May-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","","","","MFD Monochrome copy charge 24 May to 23 Jun 16","","","","65.77","23-Jun-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","","","","MFD Colour copy charge 24 May to 23 Jun 16","","","","2,921.40","23-Jun-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","","","","MFD Monochrome copy charge 24 Jun to 23 Jul 16","","","","171.93","23-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","","","","MFD Colour copy charge 24 Jun to 23 Jul 16","","","","2,083.21","23-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","e-material 1 Jul 16","","","","10,253.50","01-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 1 Jul 16","","","","70.00","01-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 1 Jul 16","","","","127.27","01-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 4 Jul 16","","","","127.27","04-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 6 Jul 16","","","","39.00","06-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 13 Jul 16","","","","160.00","13-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 20 Jul 16","","","","39.00","20-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 1 Aug 16","","","","120.00","01-Aug-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 1 Aug 16","","","","55.00","01-Aug-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","Distribution credit 1 Aug to 31 Aug 16","","","","-493.18","31-Aug-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","Distribution 1 Aug to 31 Aug 16","","","","1,655.48","31-Aug-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 3 Aug 16","","","","39.00","03-Aug-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 10 Aug 16","","","","160.00","10-Aug-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 17 Aug 16","","","","39.00","17-Aug-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 31 Aug 16","","","","39.00","31-Aug-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 1 Sep 16","","","","127.27","01-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","Distribution 1 Sep to 30 Sep 16","","","","361.36","30-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 1 Sep 16","","","","55.00","01-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 1 Sep 16","","","","70.00","01-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 7 Sep 16","","","","160.00","07-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 14 Sep 16","","","","39.00","14-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 28 Sep 16","","","","39.00","28-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","Distribution 1 Oct to 31 Oct 16","","","","1,184.38","31-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","Distribution credit 1 Oct to 31 Oct 16","","","","-11.36","31-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 1 Oct 16","","","","55.00","01-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 4 Oct 16","","","","70.00","04-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 5 Oct 16","","","","160.00","05-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 26 Oct 16","","","","39.00","26-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","Distribution 1 Nov to 30 Nov 16","","","","361.36","30-Nov-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 1 Nov 16","","","","55.00","01-Nov-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 2 Nov 16","","","","160.00","02-Nov-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 2 Nov 16","","","","70.00","02-Nov-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 9 Nov 16","","","","39.00","09-Nov-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 30 Nov 16","","","","160.00","30-Nov-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","1 Printed item 1 Dec 16","","","","50.00","01-Dec-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","","","","5,000 Printed items 2 Dec 16","","","","5,600.00","02-Dec-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","","","","Reimbursement of late payment fee 1 Nov 15","","","","-15.00","01-Nov-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","","","","1 Printed item 1 Nov 15","","","","70.00","01-Nov-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","","","","Reimbursement of late payment fee 1 Dec 15","","","","-15.00","01-Dec-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","","","","e-material 1 Feb 16","","","","30.00","01-Feb-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","","","","Distribution 24 Apr 16","","","","180.95","24-Apr-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","","","","Reimbursement of late payment fee 1 May 16","","","","-15.00","01-May-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","","","","1 Printed item 3 May 16","","","","70.00","03-May-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","","","","81,408 Postal vote applications 9 May 16","","","","8,592.48","09-May-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","","","","1 Printed item 11 May 16","","","","39.00","11-May-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","","","","1 Printed item 11 May 16","","","","405.00","11-May-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","","","","1 Printed item 25 May 16","","","","39.00","25-May-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","","","","1 Printed item 1 Jun 16","","","","127.27","01-Jun-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","","","","1 Printed item 1 Jun 16","","","","175.00","01-Jun-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","","","","Distribution 1 Jun to 30 Jun 16","","","","5,123.58","30-Jun-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","","","","Distribution credit 1 Jun to 30 Jun 16","","","","-6.82","30-Jun-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","","","","1 Printed item 1 Jun 16","","","","231.25","01-Jun-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","","","","1 Printed item 3 Jun 16","","","","231.25","03-Jun-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","","","","1 Printed item 7 Jun 16","","","","70.00","07-Jun-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","","","","1 Printed item 8 Jun 16","","","","231.25","08-Jun-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","","","","Distribution 22 Jun 16","","","","334.95","22-Jun-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","Administrative fees 1 Jul to 29 Jul 16","","","","5.27","29-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","21 Illawarra Mercury 1 Jul to 29 Jul 16","","","","26.73","29-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","21 The Daily Telegraph 1 Jul to 29 Jul 16","","","","28.64","29-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","3 The Daily Telegraph (Sat) 1 Jul to 29 Jul 16","","","","6.00","29-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","4 Illawarra Mercury (Sat) 1 Jul to 29 Jul 16","","","","8.36","29-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","4 South Coast Register 1 Jul to 29 Jul 16","","","","6.18","29-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","4 The Sunday Telegraph 1 Jul to 29 Jul 16","","","","10.18","29-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","4 The Sun-Herald 1 Jul to 29 Jul 16","","","","10.18","29-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","1 The Daily Telegraph (Sat) 1 Jul to 29 Jul 16","","","","2.18","29-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","5 South Coast Register 1 Jul to 29 Jul 16","","","","7.27","29-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","4 Milton Ulladulla Times 4 Jul to 29 Jul 16","","","","6.18","29-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","20 The Australian 4 Jul to 29 Jul 16","","","","49.09","29-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","20 The Daily Telegraph 4 Jul to 29 Jul 16","","","","27.27","29-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","4 South Coast Register 4 Jul to 29 Jul 16","","","","5.82","29-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","4 The Land 4 Jul to 29 Jul 16","","","","14.55","29-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","8 Bay Post 4 Jul to 29 Jul 16","","","","11.64","29-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","8 Moruya Examiner 4 Jul to 29 Jul 16","","","","11.64","29-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","Administrative fees 4 Jul to 29 Jul 16","","","","1.82","29-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","20 Illawarra Mercury 4 Jul to 29 Jul 16","","","","25.45","29-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","4 South Coast Register 4 Jul to 29 Jul 16","","","","6.18","29-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","4 South Coast Register 1 Aug to 26 Aug 16","","","","6.18","26-Aug-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","Administrative fees 1 Aug to 26 Aug 16","","","","1.82","26-Aug-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","8 Moruya Examiner 1 Aug to 26 Aug 16","","","","11.64","26-Aug-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","8 Bay Post 1 Aug to 26 Aug 16","","","","11.64","26-Aug-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","4 South Coast Register 1 Aug to 26 Aug 16","","","","5.82","26-Aug-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","4 Milton Ulladulla Times 1 Aug to 26 Aug 16","","","","6.18","26-Aug-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","20 The Daily Telegraph 1 Aug to 26 Aug 16","","","","27.27","26-Aug-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","20 The Australian 1 Aug to 26 Aug 16","","","","49.09","26-Aug-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","20 Illawarra Mercury 1 Aug to 26 Aug 16","","","","25.45","26-Aug-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","4 The Land 1 Aug to 26 Aug 16","","","","14.55","26-Aug-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","4 The Daily Telegraph 29 Aug to 30 Sep 16","","","","5.45","30-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","Administrative fees 29 Aug to 30 Sep 16","","","","6.05","30-Sep-2016"
