"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Amount","Date","Notes","Type"
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","4 Mar 17 - Sydney to Adelaide","","","874.86","04-Mar-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","19 Mar 17 - Adelaide to Canberra","","","772.01","19-Mar-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Fuel 1 Jan to 21 Jan 17","","","456.02","21-Jan-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Lease 11 Jan to 10 Feb 17","","","1,096.34","10-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Car cleaning 21 Jan 17","","","13.23","21-Jan-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Lease 23 Jan to 22 Feb 17","","","869.47","22-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Car cleaning 26 Feb 17","","","18.14","26-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Fuel 26 Feb 17","","","103.18","26-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Fuel 2 Dec to 23 Dec 16","","","270.42","23-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Lease 11 Dec 16 to 10 Jan 17","","","1,096.34","11-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Additional maintenance 12 Dec 16","","","356.54","12-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Car cleaning 15 Dec 16","","","15.41","15-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","31 Jan 17 - Adelaide","","","52.40","31-Jan-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","31 Jan 17 - Sydney","","","50.00","31-Jan-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","31 Jan 17 - Adelaide","","","41.80","31-Jan-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","5 Feb 17 - Adelaide","","","78.60","05-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","5 Feb 17 - Canberra","","","80.40","05-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","8 Feb 17 - Canberra","","","78.60","08-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","10 Feb 17 - Melbourne","","","82.80","10-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","11 Feb 17 - Melbourne","","","83.00","11-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","11 Feb 17 - Adelaide","","","80.40","11-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","12 Feb 17 - Adelaide","","","78.60","12-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","17 Feb 17 - Melbourne","","","58.80","17-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","17 Feb 17 - Melbourne","","","65.08","17-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","17 Feb 17 - Adelaide","","","65.99","17-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","26 Feb 17 - Adelaide","","","78.60","26-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","1 Mar 17 - Adelaide","","","41.80","01-Mar-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","3 Mar 17 - Adelaide","","","40.00","03-Mar-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","3 Mar 17 - Sydney","","","50.00","03-Mar-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","3 Mar 17 - Sydney","","","119.04","03-Mar-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","3 Mar 17 - Sydney","","","68.53","03-Mar-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","4 Mar 17 - Sydney","","","78.60","04-Mar-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","4 Mar 17 - Adelaide","","","80.40","04-Mar-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","19 Mar 17 - Adelaide","","","78.60","19-Mar-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","24 Mar 17 - Adelaide","","","41.80","24-Mar-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","COMCAR","From 1 January 2017","","","","26 Mar 17 - Adelaide","","","78.60","26-Mar-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","Cabcharge","From 1 January 2017","","","","31 Jan 17","","","34.53","31-Jan-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","Cabcharge","From 1 January 2017","","","","10 Feb 17","","","29.54","10-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","Cabcharge","From 1 January 2017","","","","10 Feb 17","","","34.91","10-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","Cabcharge","Before 1 January 2017","","","","17 Dec 16","","","31.84","17-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Car Costs","Cabcharge","Before 1 January 2017","","","","17 Dec 16","","","28.20","17-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Facilities","Office Facilities","From 1 January 2017","","","","Aggregated Total","","","22,940.80","01-Jan-1900","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Facilities","Office Facilities","Before 1 January 2017","","","","Aggregated Total","","","1,509.89","01-Jan-1900","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Office requisites and stationery 1 Jan to 31 Jan 17","","","431.84","31-Jan-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Water refills 16 Jan 17","","","39.98","16-Jan-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Water refills 16 Jan 17","","","1.15","16-Jan-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","MFD Monochrome copy charge 28 Jan to 27 Feb 17","","","4.26","27-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","MFD Colour copy charge 28 Jan to 27 Feb 17","","","164.30","27-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Water refills 30 Jan 17","","","1.15","30-Jan-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Water refills 30 Jan 17","","","15.98","30-Jan-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Water refills 30 Jan 17 to 29 Jan 18","","","140.00","30-Jan-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Office requisites and stationery 1 Feb to 28 Feb 17","","","238.08","28-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Water refills 13 Feb 17","","","1.15","13-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Water refills 13 Feb 17","","","23.98","13-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Water refills 27 Feb 17","","","1.15","27-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Water refills 27 Feb 17","","","31.98","27-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Water refills 14 Mar 17","","","24.00","14-Mar-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Colour copy charge 28 Nov to 27 Dec 16","","","126.76","27-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Monochrome copy charge 28 Nov to 27 Dec 16","","","13.76","27-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","Office requisites and stationery 1 Dec to 31 Dec 16","","","113.32","31-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Colour copy charge 28 Dec 16 to 27 Jan 17","","","32.19","28-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Monochrome copy charge 28 Dec 16 to 27 Jan 17","","","0.18","28-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","Distribution 1 Feb to 28 Feb 17","","","675.86","28-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","PO Box 2192 rental 1 Apr 17 to 31 Mar 18","","","271.82","01-Apr-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","From 1 January 2017","","","","2 Sunday Mail 9 Jan to 5 Feb 17","","","5.45","05-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","From 1 January 2017","","","","2 The Weekend Australian 9 Jan to 5 Feb 17","","","6.36","05-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","From 1 January 2017","","","","2 The Weekend Financial Review 9 Jan to 5 Feb 17","","","7.27","05-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","From 1 January 2017","","","","6 The Australian Financial Review 9 Jan to 5 Feb 17","","","21.82","05-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","From 1 January 2017","","","","2 The Advertiser (Sat) 9 Jan to 5 Feb 17","","","5.45","05-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","From 1 January 2017","","","","7 The Advertiser 9 Jan to 5 Feb 17","","","9.55","05-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","From 1 January 2017","","","","7 The Australian 9 Jan to 5 Feb 17","","","17.18","05-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","From 1 January 2017","","","","Administrative fees 9 Jan to 5 Feb 17","","","2.64","05-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","From 1 January 2017","","","","50 The Australian 16 Jan to 26 Mar 17","","","109.09","26-Mar-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","From 1 January 2017","","","","50 The Advertiser 19 Jan to 29 Mar 17","","","68.18","29-Mar-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","From 1 January 2017","","","","55 The Advertiser 6 Feb to 23 Apr 17","","","75.00","23-Apr-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","From 1 January 2017","","","","55 The Australian 6 Feb to 23 Apr 17","","","148.36","23-Apr-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","From 1 January 2017","","","","Administrative fees 6 Feb to 23 Apr 17","","","15.00","23-Apr-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","From 1 January 2017","","","","11 Sunday Mail 6 Feb to 23 Apr 17","","","30.00","23-Apr-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","From 1 January 2017","","","","11 The Advertiser (Sat) 6 Feb to 23 Apr 17","","","30.00","23-Apr-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","From 1 January 2017","","","","11 The Weekend Australian 6 Feb to 23 Apr 17","","","35.00","23-Apr-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","From 1 January 2017","","","","11 The Weekend Financial Review 6 Feb to 23 Apr 17","","","40.00","23-Apr-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","From 1 January 2017","","","","55 The Australian Financial Review 6 Feb to 23 Apr 17","","","200.00","23-Apr-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 The Weekend Financial Review 14 Nov to 11 Dec 16","","","14.55","11-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 The Weekend Australian 14 Nov to 11 Dec 16","","","12.73","11-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 The Advertiser (Sat) 14 Nov to 11 Dec 16","","","10.91","11-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 Sunday Mail 14 Nov to 11 Dec 16","","","10.91","11-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","Before 1 January 2017","","","","Administrative fees 14 Nov to 11 Dec 16","","","5.45","11-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","Before 1 January 2017","","","","20 The Advertiser 14 Nov to 11 Dec 16","","","27.27","11-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","Before 1 January 2017","","","","20 The Australian 14 Nov to 11 Dec 16","","","49.09","11-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","Before 1 January 2017","","","","20 The Australian Financial Review 14 Nov to 11 Dec 16","","","72.73","11-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","Before 1 January 2017","","","","2 The Spectator Australia 28 Nov to 25 Dec 16","","","19.91","25-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","Before 1 January 2017","","","","Administrative fees 28 Nov to 25 Dec 16","","","2.14","25-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 The Economist 28 Nov to 25 Dec 16","","","40.00","25-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","Before 1 January 2017","","","","1 SA Life 28 Nov to 25 Dec 16","","","8.00","25-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","Before 1 January 2017","","","","19 The Advertiser 12 Dec 16 to 8 Jan 17","","","25.91","12-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","Before 1 January 2017","","","","Administrative fees 12 Dec 16 to 8 Jan 17","","","5.18","12-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","Before 1 January 2017","","","","3 The Weekend Financial Review 12 Dec 16 to 8 Jan 17","","","10.91","12-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","Before 1 January 2017","","","","2 Sunday Mail 12 Dec 16 to 8 Jan 17","","","5.45","12-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","Before 1 January 2017","","","","19 The Australian 12 Dec 16 to 8 Jan 17","","","46.64","12-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","Before 1 January 2017","","","","11 The Australian Financial Review 12 Dec 16 to 8 Jan 17","","","40.00","12-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","Before 1 January 2017","","","","3 The Weekend Australian 12 Dec 16 to 8 Jan 17","","","9.55","12-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Office Administrative Costs","Publications","Before 1 January 2017","","","","3 The Advertiser (Sat) 12 Dec 16 to 8 Jan 17","","","8.18","12-Dec-2016","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office phones 6 Jan 17","","","597.74","06-Jan-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office fax 6 Jan 17","","","221.97","06-Jan-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","","","","Residential phones 4 Jan 17","","","5.57","04-Jan-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","","","","Dedicated data line 4 Jan 17","","","153.64","04-Jan-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","","","","Residential phones 4 Feb 17","","","5.57","04-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","","","","Dedicated data line 4 Feb 17","","","153.64","04-Feb-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","","","","Residential phones 5 Mar 17","","","2.91","05-Mar-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","","","","Dedicated data line 5 Mar 17","","","156.30","05-Mar-2017","",""
"Cory Bernardi","Senator","","South Australia","Australian Conservatives","Overseas Travel","Overseas Travel","Before 1 January 2017","","","","","","","1,003.34","01-Jan-1900","","OS Delegation - Ground transport"
