"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Amount","Date","Notes","Type"
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","26 Feb 17 - Melbourne to Canberra","","","149.76","26-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","2 Mar 17 - Canberra to Melbourne","","","751.97","02-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","7 Mar 17 - Melbourne to Canberra","","","751.97","07-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","8 Mar 17 - Canberra to Coolangatta","","","643.61","08-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","9 Mar 17 - Coolangatta to Sydney","","","677.43","09-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","10 Mar 17 - Sydney to Melbourne","","","883.94","10-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","12 Mar 17 - Melbourne to Sydney","","","883.94","12-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","13 Mar 17 - Sydney to Canberra","","","659.37","13-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","15 Mar 17 - Canberra to Melbourne","","","751.97","15-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","19 Mar 17 - Melbourne to Canberra","","","149.76","19-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","Before 1 January 2017","","","","5 Dec 16 - Melbourne to Sydney","","","814.95","05-Dec-2016","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","Before 1 January 2017","","","","7 Dec 16 - Sydney to Melbourne","","","814.95","07-Dec-2016","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","Before 1 January 2017","","","","12 Dec 16 - Melbourne to Canberra","","","689.24","12-Dec-2016","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","Before 1 January 2017","","","","13 Dec 16 - Canberra to Melbourne","","","637.91","13-Dec-2016","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","Before 1 January 2017","","","","16 Dec 16 - Melbourne to Sydney","","","814.95","16-Dec-2016","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Domestic Scheduled Fares","Fares","Before 1 January 2017","","","","16 Dec 16 - Sydney to Melbourne","","","814.95","16-Dec-2016","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Fuel 7 Jan to 27 Jan 17","","","89.61","27-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Lease 14 Jan to 13 Feb 17","","","1,217.31","13-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Fuel 6 Feb to 13 Feb 17","","","89.16","13-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Lease 14 Feb to 13 Mar 17","","","1,217.31","13-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Deduction of Personal Contribution for Private-Plated Vehicle","","","-296.14","01-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Fuel 25 Nov to 14 Dec 16","","","149.52","14-Dec-2016","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Lease 14 Dec 16 to 13 Jan 17","","","1,217.31","14-Dec-2016","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","11 Jan 17 - Melbourne","","","175.17","11-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","11 Jan 17 - Melbourne","","","219.68","11-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","19 Jan 17 - Melbourne","","","253.85","19-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","19 Jan 17 - Melbourne","","","594.51","19-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","20 Jan 17 - Melbourne","","","46.31","20-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","20 Jan 17 - Melbourne","","","730.95","20-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","22 Jan 17 - Melbourne","","","172.83","22-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","22 Jan 17 - Canberra","","","80.40","22-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","23 Jan 17 - Canberra","","","45.85","23-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","23 Jan 17 - Canberra","","","334.05","23-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","24 Jan 17 - Canberra","","","47.16","24-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","24 Jan 17 - Canberra","","","222.70","24-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","25 Jan 17 - Canberra","","","64.19","25-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","25 Jan 17 - Canberra","","","40.00","25-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","25 Jan 17 - Canberra","","","43.23","25-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","25 Jan 17 - Melbourne","","","226.23","25-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","30 Jan 17 - Melbourne","","","119.65","30-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","30 Jan 17 - Canberra","","","41.80","30-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","1 Feb 17 - Canberra","","","43.23","01-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","1 Feb 17 - Melbourne","","","694.28","01-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","4 Feb 17 - Melbourne","","","390.31","04-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","5 Feb 17 - Melbourne","","","202.96","05-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","5 Feb 17 - Canberra","","","80.40","05-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","9 Feb 17 - Canberra","","","49.78","09-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","9 Feb 17 - Melbourne","","","268.68","09-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","12 Feb 17 - Melbourne","","","157.51","12-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","12 Feb 17 - Canberra","","","80.40","12-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","14 Feb 17 - Canberra","","","158.51","14-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","15 Feb 17 - Canberra","","","89.18","15-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","15 Feb 17 - Canberra","","","70.74","15-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","16 Feb 17 - Canberra","","","45.85","16-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","16 Feb 17 - Melbourne","","","318.31","16-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","20 Feb 17 - Melbourne","","","154.21","20-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","20 Feb 17 - Melbourne","","","80.80","20-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","21 Feb 17 - Sydney","","","55.85","21-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","22 Feb 17 - Sydney","","","40.00","22-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","23 Feb 17 - Melbourne","","","178.45","23-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","26 Feb 17 - Melbourne","","","158.42","26-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","26 Feb 17 - Canberra","","","80.40","26-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","27 Feb 17 - Canberra","","","40.00","27-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","2 Mar 17 - Canberra","","","53.71","02-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","2 Mar 17 - Melbourne","","","166.66","02-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","6 Mar 17 - Melbourne","","","175.17","06-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","6 Mar 17 - Melbourne","","","139.33","06-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","7 Mar 17 - Melbourne","","","176.45","07-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","7 Mar 17 - Canberra","","","41.80","07-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","8 Mar 17 - Canberra","","","40.61","08-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","9 Mar 17 - Sydney","","","431.67","09-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","10 Mar 17 - Sydney","","","137.55","10-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","10 Mar 17 - Melbourne","","","185.00","10-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","12 Mar 17 - Melbourne","","","157.10","12-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","12 Mar 17 - Sydney","","","88.60","12-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","13 Mar 17 - Sydney","","","78.60","13-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","13 Mar 17 - Canberra","","","80.40","13-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","13 Mar 17 - Canberra","","","150.65","13-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","15 Mar 17 - Canberra","","","216.15","15-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","15 Mar 17 - Melbourne","","","171.23","15-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","19 Mar 17 - Melbourne","","","349.81","19-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","19 Mar 17 - Melbourne","","","160.26","19-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","19 Mar 17 - Canberra","","","80.40","19-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","20 Mar 17 - Canberra","","","40.00","20-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","23 Mar 17 - Canberra","","","44.54","23-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","23 Mar 17 - Melbourne","","","82.80","23-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","24 Mar 17 - Melbourne","","","266.87","24-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","26 Mar 17 - Melbourne","","","163.66","26-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","26 Mar 17 - Canberra","","","80.40","26-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","30 Mar 17 - Canberra","","","113.97","30-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Office Facilities","Office Facilities","From 1 January 2017","","","","Aggregated Total","","","41,140.36","01-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Office Facilities","Office Facilities","Before 1 January 2017","","","","Aggregated Total","","","9,612.99","01-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","MFD Monochrome copy charge 28 Jan to 27 Feb 17","","","24.15","27-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","MFD Colour copy charge 28 Jan to 27 Feb 17","","","98.91","27-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Office requisites and stationery 1 Feb to 28 Feb 17","","","104.96","28-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Monochrome copy charge 28 Nov to 27 Dec 16","","","17.39","27-Dec-2016","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Colour copy charge 28 Nov to 27 Dec 16","","","94.25","27-Dec-2016","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Monochrome copy charge 28 Dec 16 to 27 Jan 17","","","26.64","28-Dec-2016","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Colour copy charge 28 Dec 16 to 27 Jan 17","","","78.69","28-Dec-2016","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","Distribution 1 Jan to 31 Jan 17","","","909.09","31-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","Distribution credit 1 Jan to 31 Jan 17","","","-22.73","31-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","e-material 10 Jan to 25 Jan 17","","","161.44","25-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1 Printed item 13 Jan 17","","","52.50","13-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","e-material 20 Jan 17","","","83.62","20-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","e-material 31 Jan 17","","","91.06","31-Jan-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","5,000 Personalised letterhead stationery 1 Feb 17","","","745.00","01-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","e-material 9 Feb to 8 Mar 17","","","20.03","08-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","e-material 11 Feb to 13 Feb 17","","","46.01","13-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","3,000 Personalised letterhead stationery 17 Feb 17","","","380.00","17-Feb-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","e-material 1 Mar 17","","","81.50","01-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","84,500 Printed items 17 Mar 17","","","20,653.30","17-Mar-2017","",""
"Greg Hunt","Representative","Flinders","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","PO Box 274 rental 1 Apr 17 to 31 Mar 18","","","169.09","01-Apr-2017","",""
