"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Amount","Date","Notes","Type"
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Fuel 4 Dec to 11 Dec 16","","","141.33","11-Dec-2016","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Additional maintenance 23 Dec 16","","","377.35","23-Dec-2016","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Fuel 23 Dec 16 to 4 Jan 17","","","137.10","23-Dec-2016","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","23 Jan 17 - Melbourne","","","65.49","23-Jan-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","23 Jan 17 - Melbourne","","","71.63","23-Jan-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","23 Jan 17 - Canberra","","","41.80","23-Jan-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","26 Jan 17 - Canberra","","","78.60","26-Jan-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","26 Jan 17 - Melbourne","","","82.80","26-Jan-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","30 Jan 17 - Melbourne","","","52.40","30-Jan-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","30 Jan 17 - Melbourne","","","46.32","30-Jan-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","30 Jan 17 - Canberra","","","41.80","30-Jan-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","30 Jan 17 - Canberra","","","40.00","30-Jan-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","31 Jan 17 - Canberra","","","40.00","31-Jan-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","31 Jan 17 - Melbourne","","","44.20","31-Jan-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","2 Feb 17 - Melbourne","","","94.31","02-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","3 Feb 17 - Melbourne","","","40.00","03-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","5 Feb 17 - Melbourne","","","80.80","05-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","5 Feb 17 - Canberra","","","80.40","05-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","9 Feb 17 - Melbourne","","","44.20","09-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","12 Feb 17 - Canberra","","","80.40","12-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","17 Feb 17 - Melbourne","","","44.20","17-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","21 Feb 17 - Melbourne","","","49.36","21-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","21 Feb 17 - Sydney","","","79.43","21-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","21 Feb 17 - Sydney","","","40.00","21-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","21 Feb 17 - Melbourne","","","44.20","21-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","22 Feb 17 - Melbourne","","","99.54","22-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","22 Feb 17 - Melbourne","","","142.78","22-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","23 Feb 17 - Melbourne","","","40.00","23-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","23 Feb 17 - Melbourne","","","41.30","23-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","24 Feb 17 - Melbourne","","","42.20","24-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","24 Feb 17 - Sydney","","","50.00","24-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","24 Feb 17 - Melbourne","","","44.20","24-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","26 Feb 17 - Melbourne","","","119.20","26-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","28 Feb 17 - Melbourne","","","42.81","28-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","3 Mar 17 - Melbourne","","","55.29","03-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","6 Mar 17 - Melbourne","","","54.60","06-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","6 Mar 17 - Canberra","","","41.80","06-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","6 Mar 17 - Canberra","","","40.00","06-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","6 Mar 17 - Melbourne","","","44.20","06-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","7 Mar 17 - Melbourne","","","144.10","07-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","8 Mar 17 - Melbourne","","","42.20","08-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","8 Mar 17 - Canberra","","","41.80","08-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","8 Mar 17 - Canberra","","","40.00","08-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","8 Mar 17 - Melbourne","","","42.00","08-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","9 Mar 17 - Melbourne","","","93.90","09-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","9 Mar 17 - Sydney","","","53.23","09-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","10 Mar 17 - Sydney","","","40.00","10-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","10 Mar 17 - Sydney","","","40.00","10-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","10 Mar 17 - Melbourne","","","47.43","10-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","16 Mar 17 - Melbourne","","","193.88","16-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","17 Mar 17 - Melbourne","","","40.00","17-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","17 Mar 17 - Melbourne","","","40.00","17-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","19 Mar 17 - Melbourne","","","80.80","19-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","19 Mar 17 - Canberra","","","80.40","19-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","23 Mar 17 - Melbourne","","","44.20","23-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","24 Mar 17 - Melbourne","","","40.00","24-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","24 Mar 17 - Melbourne","","","40.00","24-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","26 Mar 17 - Melbourne","","","80.80","26-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","26 Mar 17 - Canberra","","","80.40","26-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Car Costs","COMCAR","From 1 January 2017","","","","30 Mar 17 - Melbourne","","","44.20","30-Mar-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Office Facilities","Office Facilities","From 1 January 2017","","","","Aggregated Total","","","41,833.38","01-Jan-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Office Facilities","Office Facilities","Before 1 January 2017","","","","Aggregated Total","","","6,752.29","01-Jan-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","MFD Monochrome copy charge 28 Jan to 27 Feb 17","","","0.17","27-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","MFD Colour copy charge 28 Jan to 27 Feb 17","","","297.49","27-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Office requisites and stationery 1 Feb to 28 Feb 17","","","39.09","28-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Colour copy charge 28 Nov to 27 Dec 16","","","4.10","27-Dec-2016","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Monochrome copy charge 28 Nov to 27 Dec 16","","","0.36","27-Dec-2016","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Colour copy charge 28 Dec 16 to 27 Jan 17","","","1.26","28-Dec-2016","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Monochrome copy charge 28 Dec 16 to 27 Jan 17","","","0.02","28-Dec-2016","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","PO Box 556 rental 1 Apr 17 to 31 Mar 18","","","169.09","01-Apr-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1,000 Printed items 21 Sep 16","","","2,190.00","21-Sep-2016","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Distribution 1 Nov to 30 Nov 16","","","90.91","30-Nov-2016","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","2,000 Personalised letterhead stationery 15 Dec 16","","","135.60","15-Dec-2016","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office phones 26 Jan 17","","","100.79","26-Jan-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office phones 26 Jan 17","","","181.46","26-Jan-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office fax 26 Jan 17","","","32.14","26-Jan-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office phones 26 Feb 17","","","124.09","26-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office phones 26 Feb 17","","","201.05","26-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office fax 26 Feb 17","","","31.77","26-Feb-2017","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","Before 1 January 2017","","","","Office phones 26 Dec 16","","","211.14","26-Dec-2016","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","Before 1 January 2017","","","","Office phones 26 Dec 16","","","59.93","26-Dec-2016","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","Before 1 January 2017","","","","Office fax 26 Dec 16","","","32.14","26-Dec-2016","",""
"Scott Ryan","Senator","","Victoria","Liberal Party of Australia","Overseas Travel","Overseas Travel","Before 1 January 2017","","","","","","","11,630.58","01-Jan-2017","","OS Ministerial - Fares"
