"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Amount","Date","Type","Notes"
"Warren Entsch","Representative","Leichhardt","Queensland","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","5 Feb 17","16 Feb 17","Canberra","Sittings of Parliament","12","276.00","3,312.00","05-Feb-2017","",""
"Warren Entsch","Representative","Leichhardt","Queensland","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","26 Feb 17","2 Mar 17","Canberra","Sittings of Parliament","5","276.00","1,380.00","26-Feb-2017","",""
"Warren Entsch","Representative","Leichhardt","Queensland","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","8 Mar 17","9 Mar 17","Thursday Island","Electorate Business","2","268.00","536.00","08-Mar-2017","",""
"Warren Entsch","Representative","Leichhardt","Queensland","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","268.19","01-Jan-2017","OS Delegation - Accommodation and meals",""
"Warren Entsch","Representative","Leichhardt","Queensland","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","430.00","01-Jan-2017","OS Delegation - Equipment allowance",""
"Warren Entsch","Representative","Leichhardt","Queensland","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","2,499.28","01-Jan-2017","OS Delegation - Fares",""
"Warren Entsch","Representative","Leichhardt","Queensland","Liberal Party of Australia","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","200.00","01-Jan-2017","OS Delegation - Travel advance",""
"Warren Entsch","Representative","Leichhardt","Queensland","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","5 Feb 17 - Cairns to Sydney","","","921.37","05-Feb-2017","",""
"Warren Entsch","Representative","Leichhardt","Queensland","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","5 Feb 17 - Sydney to Canberra","","","","05-Feb-2017","",""
"Warren Entsch","Representative","Leichhardt","Queensland","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","17 Feb 17 - Canberra to Brisbane","","","1,192.88","17-Feb-2017","",""
"Warren Entsch","Representative","Leichhardt","Queensland","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","17 Feb 17 - Brisbane to Cairns","","","","17-Feb-2017","",""
"Warren Entsch","Representative","Leichhardt","Queensland","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","26 Feb 17 - Cairns to Sydney","","","921.37","26-Feb-2017","",""
"Warren Entsch","Representative","Leichhardt","Queensland","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","26 Feb 17 - Sydney to Canberra","","","","26-Feb-2017","",""
"Warren Entsch","Representative","Leichhardt","Queensland","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","3 Mar 17 - Canberra to Sydney","","","687.81","03-Mar-2017","",""
"Warren Entsch","Representative","Leichhardt","Queensland","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","3 Mar 17 - Sydney to Cairns","","","","03-Mar-2017","",""
"Warren Entsch","Representative","Leichhardt","Queensland","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","8 Mar 17 - Cairns to Horn Island","","","529.09","08-Mar-2017","",""
"Warren Entsch","Representative","Leichhardt","Queensland","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","10 Mar 17 - Horn Island to Cairns","","","529.09","10-Mar-2017","",""
"Warren Entsch","Representative","Leichhardt","Queensland","Liberal Party of Australia","Domestic Scheduled Fares","Fares","Before 1 January 2017","","","","5 Dec 16 - Cairns to Horn Island","","","346.84","05-Dec-2016","",""
