"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Details","Amount","Date"
"Peter Georgiou","Senator","","Western Australia","Pauline Hanson's One Nation","Car Costs","COMCAR","From 1 January 2017","26 Mar 17 - Perth","78.60","26-Mar-2017"
"Peter Georgiou","Senator","","Western Australia","Pauline Hanson's One Nation","Office Administrative Costs","Printing and Communications","From 1 January 2017","PO Box 6 rental 1 Apr 17 to 31 Mar 18","178.18","01-Apr-2017"
