"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Amount","Date","Notes","Type"
"Richard Marles","Representative","Corio","Victoria","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2017","","","","19 Herald Sun 2 Jan to 29 Jan 17","","","25.91","29-Jan-2017","",""
"Richard Marles","Representative","Corio","Victoria","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2017","","","","19 The Age 2 Jan to 29 Jan 17","","","48.36","29-Jan-2017","",""
"Richard Marles","Representative","Corio","Victoria","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2017","","","","19 The Australian 2 Jan to 29 Jan 17","","","46.64","29-Jan-2017","",""
"Richard Marles","Representative","Corio","Victoria","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2017","","","","19 The Geelong Advertiser 2 Jan to 29 Jan 17","","","25.91","29-Jan-2017","",""
"Richard Marles","Representative","Corio","Victoria","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2017","","","","Administrative fees 30 Jan to 26 Feb 17","","","17.82","26-Feb-2017","",""
"Richard Marles","Representative","Corio","Victoria","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2017","","","","15 The Australian 30 Jan to 26 Feb 17","","","40.91","26-Feb-2017","",""
"Richard Marles","Representative","Corio","Victoria","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2017","","","","20 Herald Sun 30 Jan to 26 Feb 17","","","27.27","26-Feb-2017","",""
"Richard Marles","Representative","Corio","Victoria","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2017","","","","20 The Age 30 Jan to 26 Feb 17","","","50.91","26-Feb-2017","",""
"Richard Marles","Representative","Corio","Victoria","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2017","","","","20 The Australian Financial Review 30 Jan to 26 Feb 17","","","72.73","26-Feb-2017","",""
"Richard Marles","Representative","Corio","Victoria","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2017","","","","5 The Australian 30 Jan to 26 Feb 17","","","12.27","26-Feb-2017","",""
"Richard Marles","Representative","Corio","Victoria","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2017","","","","20 The Geelong Advertiser 30 Jan to 26 Feb 17","","","27.27","26-Feb-2017","",""
