"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Details","Amount","Date"
"Ricky Muir","Senator","","Victoria","Australian Motoring Enthusiast Party","Office Facilities","Office Facilities","Before 1 January 2017","Aggregated Total","482.01","01-Jan-2017"
"Ricky Muir","Senator","","Victoria","Australian Motoring Enthusiast Party","Telecommunications","Telecommunications - Usage","Before 1 January 2017","Office phones 1 Jul 16","60.00","01-Jul-2016"
"Ricky Muir","Senator","","Victoria","Australian Motoring Enthusiast Party","Telecommunications","Telecommunications - Residential - Official","Before 1 January 2017","Residential phones 1 Jul 16","30.00","01-Jul-2016"
"Ricky Muir","Senator","","Victoria","Australian Motoring Enthusiast Party","Telecommunications","Telecommunications - Residential - Official","Before 1 January 2017","Dedicated data line 1 Jul 16","30.00","01-Jul-2016"
