"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Amount","Date"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","5 Feb 17","9 Feb 17","Canberra","Sittings of Parliament","5","276.00","1,380.00","05-Feb-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","12 Feb 17","15 Feb 17","Canberra","Sittings of Parliament","4","276.00","1,104.00","12-Feb-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","26 Feb 17","2 Mar 17","Canberra","Sittings of Parliament","5","276.00","1,380.00","26-Feb-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Car Costs","Private Vehicle Allowance","From 1 January 2017","","","","Wombarra to Canberra 5 Feb 17","","","143.88","05-Feb-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Car Costs","Private Vehicle Allowance","From 1 January 2017","","","","Wombarra to Canberra 5 Feb 17","","","18.32","05-Feb-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Car Costs","Private Vehicle Allowance","From 1 January 2017","","","","Canberra to Wombarra 10 Feb 17","","","91.20","10-Feb-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Car Costs","Private Vehicle Allowance","From 1 January 2017","","","","Wombarra to Canberra 12 Feb 17","","","91.20","12-Feb-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Car Costs","Private Vehicle Allowance","From 1 January 2017","","","","Canberra to Wombarra 16 Feb 17","","","91.20","16-Feb-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Car Costs","Private Vehicle Allowance","From 1 January 2017","","","","Wombarra to Canberra 26 Feb 17","","","91.20","26-Feb-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Car Costs","Private Vehicle Allowance","From 1 January 2017","","","","Canberra to Wombarra 3 Mar 17","","","91.20","03-Mar-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Facilities","Office Facilities","From 1 January 2017","","","","Aggregated Total","","","21,749.80","01-Jan-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Facilities","Office Facilities","Before 1 January 2017","","","","Aggregated Total","","","1,263.74","01-Jan-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Office requisites and stationery 1 Jan to 31 Jan 17","","","245.89","31-Jan-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","MFD Monochrome copy charge 28 Jan to 27 Feb 17","","","4.64","27-Feb-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","MFD Colour copy charge 28 Jan to 27 Feb 17","","","571.10","27-Feb-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Office requisites and stationery 1 Feb to 28 Feb 17","","","3,206.95","28-Feb-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","Software reimbursement 2016/17","","","1,500.00","01-Jan-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","Software reimbursement 2016/17","","","933.64","01-Jan-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","Office requisites and stationery 1 Nov to 30 Nov 16","","","1,093.02","30-Nov-2016"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","Flags 1 Nov to 30 Nov 16","","","2,914.66","30-Nov-2016"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Colour copy charge 28 Nov to 27 Dec 16","","","459.33","27-Dec-2016"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Monochrome copy charge 28 Nov to 27 Dec 16","","","2.02","27-Dec-2016"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","Office requisites and stationery 1 Dec to 31 Dec 16","","","2,669.32","31-Dec-2016"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Monochrome copy charge 28 Dec 16 to 27 Jan 17","","","36.82","28-Dec-2016"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Colour copy charge 28 Dec 16 to 27 Jan 17","","","36.16","28-Dec-2016"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","Distribution 1 Jan to 31 Jan 17","","","548.69","31-Jan-2017"
