"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Amount","Date","Type","Notes"
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","6 Feb 17","9 Feb 17","Canberra","Sittings of Parliament","4","276.00","1,104.00","06-Feb-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","12 Feb 17","16 Feb 17","Canberra","Sittings of Parliament","5","276.00","1,380.00","12-Feb-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","19 Feb 17","19 Feb 17","Adelaide","Resilience of Electricity Infrastructure in a Warming","1","362.00","362.00","19-Feb-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","","","","World","","","","01-Jan-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","26 Feb 17","2 Mar 17","Canberra","Senate Estimates","5","276.00","1,380.00","26-Feb-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","6 Mar 17","6 Mar 17","Melbourne","Electricity Prices","1","382.00","382.00","06-Mar-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","3,520.07","01-Jan-2017","OS Delegation - Accommodation and meals",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","430.00","01-Jan-2017","OS Delegation - Equipment allowance",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","14,541.70","01-Jan-2017","OS Delegation - Fares",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","2,025.44","01-Jan-2017","OS Delegation - Ground transport",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","833.34","01-Jan-2017","OS Delegation - Official hospitality non portfolio related",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","8.33","01-Jan-2017","OS Delegation - Passport costs",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Overseas Travel","Overseas Travel","From 1 January 2017","","","","","","","975.93","01-Jan-2017","OS Delegation - Travel advance",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","25 Jan 17 - Sydney to Melbourne","","","842.36","25-Jan-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","25 Jan 17 - Melbourne to Sydney","","","449.33","25-Jan-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","6 Feb 17 - Sydney to Canberra","","","341.03","06-Feb-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","10 Feb 17 - Canberra to Sydney","","","341.03","10-Feb-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","12 Feb 17 - Sydney to Canberra","","","341.03","12-Feb-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","19 Feb 17 - Sydney to Adelaide","","","492.34","19-Feb-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","20 Feb 17 - Adelaide to Sydney","","","1,019.14","20-Feb-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","26 Feb 17 - Sydney to Canberra","","","161.04","26-Feb-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","3 Mar 17 - Canberra to Sydney","","","354.03","03-Mar-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","6 Mar 17 - Sydney to Melbourne","","","883.94","06-Mar-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","7 Mar 17 - Melbourne to Sydney","","","883.94","07-Mar-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","13 Mar 17 - Sydney to Canberra","","","354.03","13-Mar-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","14 Mar 17 - Canberra to Sydney","","","354.03","14-Mar-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","19 Mar 17 - Sydney to Canberra","","","161.04","19-Mar-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","23 Mar 17 - Canberra to Coolangatta","","","643.61","23-Mar-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2017","","","","24 Mar 17 - Coolangatta to Sydney","","","677.43","24-Mar-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Lease 26 Jan to 25 Feb 17","","","808.24","25-Feb-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Fuel 27 Jan 17","","","46.75","27-Jan-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Fuel 23 Feb 17","","","61.60","23-Feb-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Lease 26 Feb to 25 Mar 17","","","808.24","25-Mar-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Fuel 7 Mar 17","","","47.88","07-Mar-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Fuel 18 Nov 16","","","37.04","18-Nov-2016","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Admin charge 22 Nov 16","","","0.34","22-Nov-2016","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Lease 26 Nov to 25 Dec 16","","","808.24","25-Dec-2016","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Fuel 30 Nov to 7 Dec 16","","","146.13","07-Dec-2016","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Lease 26 Dec 16 to 25 Jan 17","","","808.24","26-Dec-2016","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","25 Jan 17 - Sydney","","","40.00","25-Jan-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","25 Jan 17 - Melbourne","","","57.91","25-Jan-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","25 Jan 17 - Melbourne","","","40.00","25-Jan-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","25 Jan 17 - Melbourne","","","42.20","25-Jan-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","25 Jan 17 - Sydney","","","43.80","25-Jan-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","28 Jan 17 - Sydney","","","78.60","28-Jan-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","5 Feb 17 - Sydney","","","82.40","05-Feb-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","6 Feb 17 - Sydney","","","40.00","06-Feb-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","12 Feb 17 - Sydney","","","78.60","12-Feb-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","19 Feb 17 - Sydney","","","78.60","19-Feb-2017","",""
"Jenny McAllister","Senator","","New South Wales","Australian Labor Party","Car Costs","COMCAR","From 1 January 2017","","","","19 Feb 17 - Adelaide","","","80.40","19-Feb-2017","",""
