"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Details","Amount","Notes","Date"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","MFD Monochrome copy charge 28 Jan to 27 Feb 17","2.04","","27-Feb-2017"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","Office requisites and stationery 1 Nov to 30 Nov 16","6.91","","30-Nov-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","MFD Monochrome copy charge 28 Nov to 27 Dec 16","2.36","","27-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","MFD Colour copy charge 28 Nov to 27 Dec 16","14.99","","27-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","MFD Colour copy charge 28 Dec 16 to 27 Jan 17","15.75","","28-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","MFD Monochrome copy charge 28 Dec 16 to 27 Jan 17","1.25","","28-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","20 The Australian 7 Nov to 4 Dec 16","49.09","","04-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","Administrative fees 7 Nov to 4 Dec 16","29.09","","04-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","4 The Sydney Morning Herald (Sat) 7 Nov to 4 Dec 16","13.82","","04-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","4 The Sun-Herald 7 Nov to 4 Dec 16","12.00","","04-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","4 The Sunday Telegraph 7 Nov to 4 Dec 16","10.91","","04-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","3 The Weekend Financial Review 7 Nov to 4 Dec 16","10.91","","04-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","3 The Weekend Australian 7 Nov to 4 Dec 16","9.55","","04-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","20 The Sydney Morning Herald 7 Nov to 4 Dec 16","50.91","","04-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","16 The Daily Telegraph 7 Nov to 4 Dec 16","21.82","","04-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","16 The Australian Financial Review 7 Nov to 4 Dec 16","58.18","","04-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","3 The Daily Telegraph (Sat) 7 Nov to 4 Dec 16","6.55","","04-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","16 The Australian 5 Dec 16 to 1 Jan 17","39.27","","05-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","Administrative fees 5 Dec 16 to 1 Jan 17","22.45","","05-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","3 The Weekend Australian 5 Dec 16 to 1 Jan 17","9.55","","05-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","3 The Sydney Morning Herald (Sat) 5 Dec 16 to 1 Jan 17","10.36","","05-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","3 The Daily Telegraph (Sat) 5 Dec 16 to 1 Jan 17","6.55","","05-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","2 The Sun-Herald 5 Dec 16 to 1 Jan 17","6.00","","05-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","16 The Sydney Morning Herald 5 Dec 16 to 1 Jan 17","40.73","","05-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","14 The Daily Telegraph 5 Dec 16 to 1 Jan 17","19.09","","05-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","12 The Australian Financial Review 5 Dec 16 to 1 Jan 17","43.64","","05-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","2 The Weekend Financial Review 5 Dec 16 to 1 Jan 17","7.27","","05-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","2 The Sunday Telegraph 5 Dec 16 to 1 Jan 17","5.45","","05-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2017","Office phones 12 Jan 17","209.01","","12-Jan-2017"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2017","Office fax 12 Jan 17","31.91","","12-Jan-2017"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2017","Office phones 12 Feb 17","200.29","","12-Feb-2017"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2017","Office fax 12 Feb 17","32.29","","12-Feb-2017"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Telecommunications","Telecommunications - Usage","Before 1 January 2017","Office phones 9 Dec 16","210.88","","09-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Telecommunications","Telecommunications - Usage","Before 1 January 2017","Office fax 9 Dec 16","36.29","","09-Dec-2016"
"Bob Hawke","Representative","Wills","Victoria","Australian Labor Party","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","Residential phones 9 Mar 17","63.54","","09-Mar-2017"
