"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Spouse","Amount","Date","Notes","Type"
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","1 Feb 16","3 Feb 16","Canberra","Sittings of Parliament","3","273.00","","819.00","01-Feb-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","7 Feb 16","9 Feb 16","Canberra","Sittings of Parliament","3","273.00","","819.00","07-Feb-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","21 Feb 16","24 Feb 16","Canberra","Sittings of Parliament","4","273.00","","1,092.00","21-Feb-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","28 Feb 16","2 Mar 16","Canberra","Sittings of Parliament","4","273.00","","1,092.00","28-Feb-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","17 Apr 16","18 Apr 16","Canberra","Sittings of Parliament","2","273.00","","546.00","17-Apr-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","1 May 16","5 May 16","Canberra","Sittings of Parliament","5","273.00","","1,365.00","01-May-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2016","","","","1 Feb 16 - Melbourne to Canberra","","","","409.90","01-Feb-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2016","","","","4 Feb 16 - Canberra to Melbourne","","","","613.09","04-Feb-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2016","","","","7 Feb 16 - Melbourne to Canberra","","","","613.09","07-Feb-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2016","","","","10 Feb 16 - Canberra to Melbourne","","","","686.29","10-Feb-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2016","","","","21 Feb 16 - Melbourne to Canberra","","","","613.09","21-Feb-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2016","","","","25 Feb 16 - Canberra to Melbourne","","","","613.09","25-Feb-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2016","","","","28 Feb 16 - Melbourne to Canberra","","","","613.09","28-Feb-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2016","","","","3 Mar 16 - Canberra to Melbourne","","","","217.51","03-Mar-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2016","","","","14 Mar 16 - Melbourne to Canberra","","","","613.09","14-Mar-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2016","","","","17 Mar 16 - Canberra to Melbourne","","","","613.09","17-Mar-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2016","","","","17 Apr 16 - Melbourne to Canberra","","","","217.51","17-Apr-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2016","","","","19 Apr 16 - Canberra to Melbourne","","","","686.29","19-Apr-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2016","","","","1 May 16 - Melbourne to Canberra","","","","517.27","01-May-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 January 2016","","","","6 May 16 - Canberra to Melbourne","","","","149.76","06-May-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2016","","","","12 Jan 16 - Melbourne","","","","256.76","12-Jan-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2016","","","","23 Jan 16 - Melbourne","","","","244.35","23-Jan-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2016","","","","28 Jan 16 - Melbourne","","","","257.65","28-Jan-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2016","","","","28 Jan 16 - Melbourne","","","","272.06","28-Jan-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2016","","","","1 Feb 16 - Melbourne","","","","311.36","01-Feb-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2016","","","","4 Feb 16 - Melbourne","","","","248.28","04-Feb-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2016","","","","7 Feb 16 - Melbourne","","","","263.31","07-Feb-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2016","","","","10 Feb 16 - Melbourne","","","","261.38","10-Feb-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2016","","","","17 Feb 16 - Melbourne","","","","274.68","17-Feb-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2016","","","","21 Feb 16 - Melbourne","","","","254.14","21-Feb-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2016","","","","25 Feb 16 - Melbourne","","","","243.04","25-Feb-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2016","","","","28 Feb 16 - Melbourne","","","","243.66","28-Feb-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2016","","","","3 Mar 16 - Melbourne","","","","258.76","03-Mar-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2016","","","","14 Mar 16 - Melbourne","","","","307.85","14-Mar-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2016","","","","15 Mar 16 - Canberra","","","","40.00","15-Mar-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2016","","","","17 Mar 16 - Melbourne","","","","258.76","17-Mar-2016","",""
"Lisa Chesters","Representative","Bendigo","Victoria","Australian Labor Party","Car Costs","COMCAR","From 1 January 2016","","","","17 Apr 16 - Melbourne","","","","148.03","17-Apr-2016","",""
