"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Spouse","Amount","Date"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","e-material 1 Jan to 31 Jan 16","","","","575.67","31-Jan-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","45,000 Personalised letterhead stationery 19 Jan 16","","","","1,560.65","19-Jan-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","Distribution 1 Feb to 29 Feb 16","","","","2,206.26","29-Feb-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","Distribution late payment fee Feb 16","","","","15.00","01-Jan-1900"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","Distribution credit 1 Feb to 29 Feb 16","","","","-22.73","29-Feb-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 17 Feb 16","","","","775.00","17-Feb-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","8,000 Printed items 20 Feb 16","","","","2,998.18","20-Feb-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","e-material 29 Feb 16","","","","416.35","29-Feb-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","Distribution 1 Mar to 31 Mar 16","","","","3,891.38","31-Mar-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","Distribution credit 1 Mar to 31 Mar 16","","","","-68.18","31-Mar-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","e-material 1 Mar to 31 Mar 16","","","","257.04","31-Mar-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","Distribution 26 Mar to 30 Mar 16","","","","560.12","30-Mar-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","53,000 Printed items 29 Mar 16","","","","3,043.13","29-Mar-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","PO Box 539 rental 1 Apr 16 to 31 Mar 17","","","","110.00","01-Apr-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","Distribution 1 Apr to 30 Apr 16","","","","8,341.62","30-Apr-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","Distribution credit 1 Apr to 30 Apr 16","","","","-22.73","30-Apr-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","Distribution 1 May to 17 May 16","","","","49,281.95","17-May-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","e-material 1 May to 31 May 16","","","","215.58","31-May-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 7 May 16","","","","1,600.00","07-May-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","10,000 Printed items 10 May 16","","","","2,214.00","10-May-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1,800 Printed items 23 May 16","","","","930.00","23-May-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 24 May 16","","","","1,600.00","24-May-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","3,000 Printed items 24 May 16","","","","1,075.00","24-May-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 31 May 16","","","","1,600.00","31-May-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","e-material 1 Oct to 31 Oct 15","","","","686.45","31-Oct-2015"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","e-material 1 Nov 15","","","","180.28","01-Nov-2015"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","Distribution 1 Dec to 31 Dec 15","","","","14,605.73","31-Dec-2015"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","Distribution credit 1 Dec to 31 Dec 15","","","","-363.64","31-Dec-2015"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","53,000 Printed items 14 Dec 15","","","","22,967.80","14-Dec-2015"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","20,000 Personalised letterhead stationery 15 Dec 15","","","","799.50","15-Dec-2015"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","1 Printed item 16 Dec 15","","","","1,181.82","16-Dec-2015"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","45,000 Personalised letterhead stationery 24 Dec 15","","","","1,670.63","24-Dec-2015"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","Administrative fees 3 Jan to 30 Jan 16","","","","5.18","30-Jan-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","10 The Australian 3 Jan to 30 Jan 16","","","","24.55","30-Jan-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","10 Herald Sun 3 Jan to 30 Jan 16","","","","12.73","30-Jan-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","1 Herald Sun (digital) 5 Jan 16","","","","20.00","05-Jan-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","1 The Age (digital) 18 Jan 16","","","","27.67","18-Jan-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","1 Herald Sun (digital) 19 Jan 16","","","","21.82","19-Jan-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","5 Herald Sun 31 Jan to 5 Mar 16","","","","6.36","05-Mar-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","Administrative fees 31 Jan to 5 Mar 16","","","","9.55","05-Mar-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","25 The Australian 31 Jan to 5 Mar 16","","","","61.36","05-Mar-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","20 Herald Sun 31 Jan to 5 Mar 16","","","","27.27","05-Mar-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","1 Herald Sun (digital) 2 Feb 16","","","","20.00","02-Feb-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","Administrative fees 6 Mar to 2 Apr 16","","","","7.45","02-Apr-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","19 The Australian 6 Mar to 2 Apr 16","","","","46.64","02-Apr-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","20 Herald Sun 6 Mar to 2 Apr 16","","","","27.27","02-Apr-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","Administrative fees 3 Apr to 30 Apr 16","","","","10.36","30-Apr-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","20 The Australian 3 Apr to 30 Apr 16","","","","49.09","30-Apr-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","20 Herald Sun 3 Apr to 30 Apr 16","","","","27.27","30-Apr-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","Administrative fees 1 May to 4 Jun 16","","","","10.91","04-Jun-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","25 Herald Sun 1 May to 4 Jun 16","","","","34.09","04-Jun-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","25 The Australian 1 May to 4 Jun 16","","","","61.36","04-Jun-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2016","","","","1 Herald Sun (digital) 1 Sep 15","","","","21.82","01-Sep-2015"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2016","","","","1 Herald Sun (digital) 10 Nov 15","","","","20.00","10-Nov-2015"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2016","","","","1 The Age (digital) 16 Nov 15","","","","27.67","16-Nov-2015"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2016","","","","1 Herald Sun (digital) 24 Nov 15","","","","21.82","24-Nov-2015"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2016","","","","Administrative fees 29 Nov 15 to 2 Jan 16","","","","8.24","29-Nov-2015"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2016","","","","18 Herald Sun 29 Nov 15 to 2 Jan 16","","","","22.91","29-Nov-2015"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2016","","","","18 The Australian 29 Nov 15 to 2 Jan 16","","","","44.18","29-Nov-2015"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2016","","","","1 Herald Sun (digital) 8 Dec 15","","","","20.00","08-Dec-2015"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2016","","","","1 The Age (digital) 16 Dec 15","","","","27.67","16-Dec-2015"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 January 2016","","","","1 Herald Sun (digital) 22 Dec 15","","","","21.82","22-Dec-2015"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2016","","","","Directory charges 1 Jan to 31 Dec 16","","","","3,936.90","31-Dec-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2016","","","","Office phones 26 Jan 16","","","","233.43","26-Jan-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2016","","","","Office fax 26 Jan 16","","","","32.50","26-Jan-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2016","","","","Office phones 26 Feb 16","","","","388.21","26-Feb-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2016","","","","Office fax 26 Feb 16","","","","32.14","26-Feb-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2016","","","","Office phones 26 Mar 16","","","","382.67","26-Mar-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2016","","","","Office fax 26 Mar 16","","","","32.50","26-Mar-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2016","","","","Office phones 26 Apr 16","","","","301.59","26-Apr-2016"
"Jason Wood","Representative","La Trobe","Victoria","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2016","","","","Office fax 26 Apr 16","","","","32.14","26-Apr-2016"
