"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Spouse","Amount","Date"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2016","","","","Accident excess 1 Sep 15","","","","500.00","01-Sep-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2016","","","","Reimbursement of infringement notice fee 27 Sep 15","","","","-15.00","27-Sep-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2016","","","","Fuel 4 Nov to 27 Dec 15","","","","396.64","27-Dec-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2016","","","","Fuel 16 Dec 15 to 15 Jan 16","","","","241.35","16-Dec-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 January 2016","","","","Lease 19 Dec 15 to 18 Jan 16","","","","1,280.39","19-Dec-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Facilities","Office Facilities","From 1 January 2016","","","","Aggregated Total","","","","46,822.16","01-Jan-1900"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Facilities","Office Facilities","Before 1 January 2016","","","","Aggregated Total","","","","2,253.27","01-Jan-1900"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","","","","Flags 1 Jan to 31 Jan 16","","","","2,359.00","31-Jan-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","","","","MFD Colour copy charge 24 Jan to 23 Feb 16","","","","1,081.55","23-Feb-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","","","","MFD Monochrome copy charge 24 Jan to 23 Feb 16","","","","58.82","23-Feb-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","","","","Office requisites and stationery 1 Feb to 29 Feb 16","","","","5.56","29-Feb-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","","","","Flags 1 Feb to 29 Feb 16","","","","33.50","29-Feb-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","","","","MFD Colour copy charge 24 Feb to 23 Mar 16","","","","6,766.63","23-Mar-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","","","","MFD Monochrome copy charge 24 Feb to 23 Mar 16","","","","28.08","23-Mar-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","","","","Office requisites and stationery 1 Mar to 31 Mar 16","","","","2,583.11","31-Mar-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","","","","MFD Colour copy charge 24 Mar to 23 Apr 16","","","","3,579.74","23-Apr-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","","","","MFD Monochrome copy charge 24 Mar to 23 Apr 16","","","","50.96","23-Apr-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","","","","Office requisites and stationery 1 Apr to 30 Apr 16","","","","2,034.54","30-Apr-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","","","","Flags 1 Apr to 30 Apr 16","","","","4,297.60","30-Apr-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","","","","Office requisites and stationery 1 May to 31 May 16","","","","106.63","31-May-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2016","","","","Toner cartridge credit 7 Sep 13 to 30 Jun 14","","","","-589.74","07-Sep-2013"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2016","","","","Toner cartridge credit 1 Jul 14 to 30 Jun 15","","","","-1,513.59","01-Jul-2014"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2016","","","","Toner cartridge credit 1 Jul 15 to 31 Mar 16","","","","-1,103.62","01-Jul-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2016","","","","MFD Colour copy charge 24 Oct to 23 Nov 15","","","","385.80","23-Nov-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2016","","","","MFD Monochrome copy charge 24 Oct to 23 Nov 15","","","","65.70","23-Nov-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2016","","","","MFD Colour copy charge 24 Nov to 23 Dec 15","","","","453.86","23-Dec-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2016","","","","MFD Monochrome copy charge 24 Nov to 23 Dec 15","","","","37.94","23-Dec-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2016","","","","MFD Colour copy charge 24 Dec 15 to 23 Jan 16","","","","254.75","24-Dec-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2016","","","","MFD Monochrome copy charge 24 Dec 15 to 23 Jan 16","","","","22.65","24-Dec-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","Distribution 1 Jan to 31 Jan 16","","","","9,168.65","31-Jan-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","Distribution credit 1 Jan to 31 Jan 16","","","","-11.36","31-Jan-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 7 Jan 16","","","","70.00","07-Jan-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","70,000 Printed items 13 Jan 16","","","","16,520.00","13-Jan-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 20 Jan 16","","","","39.00","20-Jan-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 20 Jan 16","","","","262.00","20-Jan-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 28 Jan 16","","","","120.00","28-Jan-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 1 Feb 16","","","","127.27","01-Feb-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","e-material 1 Feb to 1 Mar 16","","","","114.45","01-Mar-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","Distribution 1 Feb to 29 Feb 16","","","","9,005.45","29-Feb-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","Distribution credit 1 Feb to 29 Feb 16","","","","-2,931.82","29-Feb-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 4 Feb 16","","","","70.00","04-Feb-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 17 Feb 16","","","","39.00","17-Feb-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 25 Feb 16","","","","120.00","25-Feb-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 1 Mar 16","","","","127.27","01-Mar-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","e-material 1 Mar to 1 Apr 16","","","","320.00","01-Apr-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","Distribution 1 Mar to 31 Mar 16","","","","4,652.10","31-Mar-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","Distribution credit 1 Mar to 31 Mar 16","","","","-605.71","31-Mar-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 2 Mar 16","","","","70.00","02-Mar-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 2 Mar 16","","","","39.00","02-Mar-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","Distribution 8 Mar 16","","","","134.00","08-Mar-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 16 Mar 16","","","","39.00","16-Mar-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","Distribution 17 Mar to 18 Mar 16","","","","281.05","18-Mar-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 21 Mar 16","","","","55.00","21-Mar-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 25 Mar 16","","","","120.00","25-Mar-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 30 Mar 16","","","","39.00","30-Mar-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","PO Box 1009 rental 1 Apr 16 to 31 Mar 17","","","","265.45","01-Apr-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","Distribution 1 Apr to 30 Apr 16","","","","2,687.78","30-Apr-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","Distribution credit 1 Apr to 30 Apr 16","","","","-11.36","30-Apr-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 1 Apr 16","","","","127.27","01-Apr-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 1 Apr 16","","","","55.00","01-Apr-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","e-material 1 Apr to 1 May 16","","","","192.59","01-May-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 5 Apr 16","","","","70.00","05-Apr-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","75 Printed items 7 Apr 16","","","","90.00","07-Apr-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1,000 Personalised letterhead stationery 11 Apr 16","","","","700.00","11-Apr-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 13 Apr 16","","","","39.00","13-Apr-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 22 Apr 16","","","","120.00","22-Apr-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 27 Apr 16","","","","39.00","27-Apr-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","1 Printed item 29 Apr 16","","","","127.27","29-Apr-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","Distribution 1 May to 31 May 16","","","","22,166.11","31-May-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","Distribution late payment fee May 16","","","","15.00","01-Jan-1900"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","Distribution 11 May 16","","","","69.30","11-May-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","20,000 Printed items 11 May 16","","","","1,700.00","11-May-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","85,000 Printed items 23 May 16","","","","14,297.00","23-May-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","Distribution 26 May 16","","","","592.90","26-May-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2016","","","","e-material 1 Aug to 1 Sep 16","","","","94.75","01-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","1 Printed item 1 Jul to 21 Oct 15","","","","720.00","21-Oct-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","e-material 1 Sep to 1 Oct 15","","","","150.90","01-Oct-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","1 Printed item 2 Sep 15","","","","39.00","02-Sep-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","e-material 1 Oct to 1 Nov 15","","","","305.97","01-Nov-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","e-material 1 Nov to 1 Dec 15","","","","116.00","01-Dec-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","Distribution 1 Nov to 30 Nov 15","","","","1,134.77","30-Nov-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","Distribution credit 1 Nov to 30 Nov 15","","","","-11.36","30-Nov-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","Distribution late payment fee Nov 15","","","","15.00","01-Jan-1900"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","1 Printed item 11 Nov 15","","","","39.00","11-Nov-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","1 Printed item 18 Nov 15","","","","120.00","18-Nov-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","1 Printed item 25 Nov 15","","","","39.00","25-Nov-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","3 Printed items 30 Nov 15","","","","127.27","30-Nov-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","1 Printed item 1 Dec 15","","","","40.00","01-Dec-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","Distribution 1 Dec to 31 Dec 15","","","","1,678.91","31-Dec-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","Distribution credit 1 Dec to 31 Dec 15","","","","-34.09","31-Dec-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","Distribution late payment fee Dec 15","","","","15.00","01-Jan-1900"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","1 Printed item 3 Dec 15","","","","70.00","03-Dec-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","2,500 Printed items 7 Dec 15","","","","3,125.00","07-Dec-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","10,000 Printed items 7 Dec 15","","","","7,500.00","07-Dec-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","1 Printed item 9 Dec 15","","","","39.00","09-Dec-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","1 Printed item 16 Dec 15","","","","120.00","16-Dec-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","1 Printed item 23 Dec 15","","","","85.00","23-Dec-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","1 Printed item 23 Dec 15","","","","39.00","23-Dec-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","1 Printed item 25 Dec 15","","","","124.54","25-Dec-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","1 Printed item 30 Dec 15","","","","39.00","30-Dec-2015"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","5 Illawarra Mercury (Sat) 1 Jan to 31 Jan 16","","","","10.45","31-Jan-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","5 The Sunday Telegraph 1 Jan to 31 Jan 16","","","","12.73","31-Jan-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","5 The Sun-Herald 1 Jan to 31 Jan 16","","","","12.73","31-Jan-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","5 The Daily Telegraph (Sat) 1 Jan to 31 Jan 16","","","","10.00","31-Jan-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","4 South Coast Register 1 Jan to 31 Jan 16","","","","5.82","31-Jan-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","4 South Coast Register 1 Jan to 31 Jan 16","","","","6.18","31-Jan-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","Administrative fees 1 Jan to 31 Jan 16","","","","5.64","31-Jan-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 January 2016","","","","21 The Daily Telegraph 1 Jan to 31 Jan 16","","","","26.73","31-Jan-2016"
