"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Spouse","Amount","Date"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","e-material 30 Nov 15","","","","8.66","30-Nov-2015"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","Distribution 1 Dec to 31 Dec 15","","","","10,049.50","31-Dec-2015"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","60,000 Printed items 4 Dec 15","","","","4,609.09","04-Dec-2015"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","Printing 4 Dec 15","","","","440.00","04-Dec-2015"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","Refund of distribution 9 Dec 15","","","","-8,961.42","09-Dec-2015"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","79,000 Printed items 9 Dec 15","","","","7,203.64","09-Dec-2015"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","Printing 9 Dec 15","","","","1,320.00","09-Dec-2015"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","Distribution 9 Dec 15","","","","8,961.42","09-Dec-2015"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","1 Printed item 17 Dec 15","","","","672.73","17-Dec-2015"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 January 2016","","","","e-material 23 Dec 15","","","","43.75","23-Dec-2015"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2016","","","","Office phones 9 Jan 16","","","","360.20","09-Jan-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2016","","","","Office fax 9 Jan 16","","","","77.45","09-Jan-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2016","","","","Office phones 9 Feb 16","","","","302.55","09-Feb-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2016","","","","Office fax 9 Feb 16","","","","81.57","09-Feb-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2016","","","","Office phones 10 Mar 16","","","","445.05","10-Mar-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2016","","","","Office fax 10 Mar 16","","","","78.88","10-Mar-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2016","","","","Office phones 9 Apr 16","","","","482.23","09-Apr-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2016","","","","Office fax 9 Apr 16","","","","92.55","09-Apr-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2016","","","","Office phones 9 May 16","","","","478.96","09-May-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2016","","","","Office phones directory charges 9 May 16","","","","2,549.28","09-May-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2016","","","","Office fax 9 May 16","","","","92.44","09-May-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2016","","","","Office phones 9 Jun 16","","","","655.59","09-Jun-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2016","","","","Office fax 9 Jun 16","","","","94.93","09-Jun-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","Before 1 January 2016","","","","Office phones 10 Dec 15","","","","392.88","10-Dec-2015"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","Before 1 January 2016","","","","Office fax 10 Dec 15","","","","86.91","10-Dec-2015"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Residential - Official","From 1 January 2016","","","","Dedicated data line 1 Jan 16","","","","54.50","01-Jan-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Residential - Official","From 1 January 2016","","","","Residential phones 5 Jan 16","","","","63.54","05-Jan-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Residential - Official","From 1 January 2016","","","","Dedicated data line 1 Feb 16","","","","54.50","01-Feb-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Residential - Official","From 1 January 2016","","","","Residential phones 5 Feb 16","","","","63.81","05-Feb-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Residential - Official","From 1 January 2016","","","","Dedicated data line 3 Mar 16","","","","54.50","03-Mar-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Residential - Official","From 1 January 2016","","","","Residential phones 6 Mar 16","","","","63.54","06-Mar-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Residential - Official","From 1 January 2016","","","","Dedicated data line 1 Apr 16","","","","54.50","01-Apr-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Residential - Official","From 1 January 2016","","","","Residential phones 5 Apr 16","","","","63.54","05-Apr-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Residential - Official","From 1 January 2016","","","","Dedicated data line 2 May 16","","","","54.50","02-May-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Residential - Official","From 1 January 2016","","","","Residential phones 5 May 16","","","","63.54","05-May-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Residential - Official","From 1 January 2016","","","","Dedicated data line 1 Jun 16","","","","54.50","01-Jun-2016"
"Julie Owens","Representative","Parramatta","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Residential - Official","From 1 January 2016","","","","Residential phones 5 Jun 16","","","","63.54","05-Jun-2016"
