"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Spouse","Amount","Date","Notes","Type"
"Barnaby Joyce","Representative","New England","New South Wales","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","4 Jan 16","4 Jan 16","Sydney","Minister - Official Business","1","438.00","10.00","448.00","04-Jan-2016","",""
"Barnaby Joyce","Representative","New England","New South Wales","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","12 Jan 16","12 Jan 16","Brisbane","Minister - Official Business","1","430.00","","430.00","12-Jan-2016","",""
"Barnaby Joyce","Representative","New England","New South Wales","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","21 Jan 16","22 Jan 16","Brisbane","Minister - Official Business","2","430.00","","860.00","21-Jan-2016","",""
"Barnaby Joyce","Representative","New England","New South Wales","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","29 Jan 16","29 Jan 16","Brisbane","Minister - Official Business","1","430.00","","430.00","29-Jan-2016","",""
"Barnaby Joyce","Representative","New England","New South Wales","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","1 Feb 16","3 Feb 16","Canberra","Sittings of Parliament","3","273.00","30.00","849.00","01-Feb-2016","",""
"Barnaby Joyce","Representative","New England","New South Wales","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","7 Feb 16","11 Feb 16","Canberra","Sittings of Parliament","5","273.00","50.00","1,415.00","07-Feb-2016","",""
"Barnaby Joyce","Representative","New England","New South Wales","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","15 Feb 16","15 Feb 16","Rockhampton","Minister - Official Business","1","368.00","","368.00","15-Feb-2016","",""
"Barnaby Joyce","Representative","New England","New South Wales","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","16 Feb 16","16 Feb 16","Brisbane","Minister - Official Business","1","430.00","","430.00","16-Feb-2016","",""
"Barnaby Joyce","Representative","New England","New South Wales","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","17 Feb 16","17 Feb 16","Canberra","Minister - Official Business","1","273.00","","273.00","17-Feb-2016","",""
"Barnaby Joyce","Representative","New England","New South Wales","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","18 Feb 16","18 Feb 16","Sydney","Deputy Prime Minister - Official Business","1","438.00","","438.00","18-Feb-2016","",""
"Barnaby Joyce","Representative","New England","New South Wales","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","21 Feb 16","24 Feb 16","Canberra","Sittings of Parliament","4","273.00","","1,092.00","21-Feb-2016","",""
"Barnaby Joyce","Representative","New England","New South Wales","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","25 Feb 16","25 Feb 16","Sydney","Deputy Prime Minister - Official Business","1","438.00","","438.00","25-Feb-2016","",""
"Barnaby Joyce","Representative","New England","New South Wales","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","7 Mar 16","8 Mar 16","Adelaide","Deputy Prime Minister - Official Business","2","382.00","","764.00","07-Mar-2016","",""
"Barnaby Joyce","Representative","New England","New South Wales","The Nationals","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","14 Mar 16","16 Mar 16","Canberra","Sittings of Parliament","3","273.00","","819.00","14-Mar-2016","",""
