"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Spouse","Amount","Date","Notes","Type"
"Alex Hawke","Representative","Mitchell","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","31 Jan 16","4 Feb 16","Canberra","Sittings of Parliament","5","273.00","","1,365.00","31-Jan-2016","",""
"Alex Hawke","Representative","Mitchell","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","5 Feb 16","5 Feb 16","Canberra","Assistant Minister - Official Business","1","273.00","","273.00","05-Feb-2016","",""
"Alex Hawke","Representative","Mitchell","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","7 Feb 16","11 Feb 16","Canberra","Sittings of Parliament","5","273.00","","1,365.00","07-Feb-2016","",""
"Alex Hawke","Representative","Mitchell","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","15 Feb 16","16 Feb 16","Canberra","Assistant Minister - Official Business","2","273.00","","546.00","15-Feb-2016","",""
"Alex Hawke","Representative","Mitchell","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","17 Feb 16","18 Feb 16","Melbourne","Assistant Minister - Official Business","2","438.00","","876.00","17-Feb-2016","",""
"Alex Hawke","Representative","Mitchell","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","21 Feb 16","21 Feb 16","Canberra","Sittings of Parliament","1","273.00","","273.00","21-Feb-2016","",""
"Alex Hawke","Representative","Mitchell","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","23 Feb 16","23 Feb 16","Canberra","Sittings of Parliament","1","273.00","","273.00","23-Feb-2016","",""
"Alex Hawke","Representative","Mitchell","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","28 Feb 16","3 Mar 16","Canberra","Sittings of Parliament","5","273.00","","1,365.00","28-Feb-2016","",""
"Alex Hawke","Representative","Mitchell","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","8 Mar 16","8 Mar 16","Perth","Assistant Minister - Official Business","1","472.00","","472.00","08-Mar-2016","",""
"Alex Hawke","Representative","Mitchell","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","13 Mar 16","17 Mar 16","Canberra","Sittings of Parliament","5","273.00","","1,365.00","13-Mar-2016","",""
"Alex Hawke","Representative","Mitchell","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","31 Mar 16","31 Mar 16","Brisbane","Assistant Minister - Official Business","1","430.00","","430.00","31-Mar-2016","",""
"Alex Hawke","Representative","Mitchell","New South Wales","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","17 Apr 16","19 Apr 16","Canberra","Sittings of Parliament","3","273.00","","819.00","17-Apr-2016","",""
