"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Details","Amount","Notes","Date","Date From","Date To","Location","Nights","Rate","Spouse"
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Car Costs","Cabcharge","From 1 January 2016","9 Feb 16","16.55","","09-Feb-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Car Costs","Cabcharge","From 1 January 2016","10 Feb 16","21.39","","10-Feb-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Car Costs","Cabcharge","From 1 January 2016","10 Feb 16","30.88","","10-Feb-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Car Costs","Cabcharge","From 1 January 2016","15 Feb 16","23.31","","15-Feb-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Car Costs","Cabcharge","From 1 January 2016","17 Feb 16","24.42","","17-Feb-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Car Costs","Cabcharge","From 1 January 2016","19 Feb 16","54.67","","19-Feb-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Car Costs","Cabcharge","From 1 January 2016","19 Feb 16","60.61","","19-Feb-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Car Costs","Cabcharge","From 1 January 2016","19 Feb 16","26.64","","19-Feb-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Car Costs","Other Car Costs","From 1 January 2016","Taxi 7 Mar 16","44.27","","07-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Car Costs","Other Car Costs","From 1 January 2016","Taxi 7 Mar 16","22.73","","07-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Car Costs","Other Car Costs","From 1 January 2016","Taxi 9 Mar 16","52.27","","09-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Car Costs","Other Car Costs","From 1 January 2016","Taxi 10 Mar 16","45.45","","10-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Car Costs","Other Car Costs","From 1 January 2016","Taxi 11 Mar 16","25.09","","11-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Car Costs","Other Car Costs","From 1 January 2016","Taxi 11 Mar 16","40.91","","11-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Car Costs","Other Car Costs","From 1 January 2016","Taxi 20 Mar 16","41.45","","20-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Car Costs","Other Car Costs","From 1 January 2016","Taxi 20 Mar 16","22.45","","20-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Car Costs","Other Car Costs","From 1 January 2016","Taxi 4 Apr 16","24.55","","04-Apr-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Facilities","Office Facilities","From 1 January 2016","Aggregated Total","20,132.32","","01-Jan-1900","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Facilities","Office Facilities","Before 1 January 2016","Aggregated Total","146.60","","01-Jan-1900","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","Office requisites and stationery 1 Jan to 31 Jan 16","71.91","","31-Jan-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","MFD Colour copy charge 28 Jan to 27 Feb 16","54.43","","27-Feb-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","MFD Monochrome copy charge 28 Jan to 27 Feb 16","1.22","","27-Feb-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","Office requisites and stationery adj 1 Feb to 29 Feb 16","-1,008.84","","29-Feb-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","Flags 1 Feb to 29 Feb 16","1,053.38","","29-Feb-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","MFD Colour copy charge 28 Feb to 27 Mar 16","102.06","","27-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","MFD Monochrome copy charge 28 Feb to 27 Mar 16","0.17","","27-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","Office requisites and stationery 1 Mar to 31 Mar 16","263.86","","31-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","4 File storage boxes 23 Mar 16","98.11","","23-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","1 Suspension file packs 23 Mar 16","52.69","","23-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","2 40L Store and stack 23 Mar 16","49.05","","23-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","MFD Colour copy charge 28 Mar to 27 Apr 16","698.86","","27-Apr-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","MFD Monochrome copy charge 28 Mar to 27 Apr 16","0.29","","27-Apr-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","From 1 January 2016","6 File storage boxes 12 Apr 16","136.36","","12-Apr-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2016","Toner cartridge credit 1 Jul 14 to 30 Jun 15","-2,570.70","","01-Jul-2014","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2016","Toner cartridge credit 1 Jul 15 to 31 Mar 16","-1,398.16","","01-Jul-2015","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2016","MFD Colour copy charge 28 Nov to 27 Dec 15","1.07","","27-Dec-2015","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2016","MFD Monochrome copy charge 28 Nov to 27 Dec 15","0.45","","27-Dec-2015","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2016","Office requisites and stationery 1 Dec to 31 Dec 15","363.01","","31-Dec-2015","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2016","Flags 1 Dec to 31 Dec 15","290.79","","31-Dec-2015","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2016","Software reimbursement 2015/16","924.55","","01-Jan-1900","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2016","MFD Colour copy charge 28 Dec 15 to 27 Jan 16","0.19","","28-Dec-2015","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 January 2016","MFD Monochrome copy charge 28 Dec 15 to 27 Jan 16","0.36","","28-Dec-2015","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Printing and Communications","From 1 January 2016","1 Printed item 27 Jan 16","80.00","","27-Jan-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Printing and Communications","From 1 January 2016","1 Printed item 3 Feb 16","80.00","","03-Feb-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 January 2016","e-material 17 Jul 15","60.24","","17-Jul-2015","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 January 2016","e-material 31 Aug 15","101.08","","31-Aug-2015","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 January 2016","Distribution 1 Oct to 31 Oct 15","0.46","","31-Oct-2015","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 January 2016","100 Printed items 3 Dec 15","300.00","","03-Dec-2015","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 January 2016","Distribution 3 Dec 15","15.00","","03-Dec-2015","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2016","Administrative fees 1 Jan to 31 Jan 16","5.00","","31-Jan-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2016","17 The Australian 1 Jan to 31 Jan 16","41.74","","31-Jan-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2016","17 The West Australian 1 Jan to 31 Jan 16","23.18","","31-Jan-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2016","17 The Australian Financial Review 1 Jan to 31 Jan 16","58.75","","31-Jan-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2016","8 The Weekend Australian 25 Jan to 20 Mar 16","14.55","","20-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2016","8 The Sunday Times 25 Jan to 20 Mar 16","18.18","","20-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2016","Administrative fees 1 Feb to 29 Feb 16","4.55","","29-Feb-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2016","21 The Australian Financial Review 1 Feb to 29 Feb 16","69.42","","29-Feb-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2016","21 The Australian 1 Feb to 29 Feb 16","46.86","","29-Feb-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2016","22 The West Australian 1 Feb to 29 Feb 16","27.27","","29-Feb-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2016","Administrative fees 1 Mar to 31 Mar 16","5.00","","31-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2016","20 The Australian Financial Review 1 Mar to 31 Mar 16","72.72","","31-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2016","20 The West Australian 1 Mar to 31 Mar 16","27.28","","31-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2016","20 The Australian 1 Mar to 31 Mar 16","49.10","","31-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2016","1 The Sunday Times 21 Mar to 1 Apr 16","2.27","","01-Apr-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2016","1 The Weekend Australian 21 Mar to 1 Apr 16","1.82","","01-Apr-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2016","1 Sir Robert Peel: The Life and Legacy 31 Mar 16","51.77","","31-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2016","1 Mr Balfour's Poodle 31 Mar 16","38.18","","31-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2016","1 Dilke: A Victorian Tragedy 31 Mar 16","38.18","","31-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","From 1 January 2016","1 Baldwin 31 Mar 16","38.18","","31-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2016","8 The Weekend Australian 9 Aug to 4 Oct 15","14.55","","04-Oct-2015","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2016","8 The Sunday Times 9 Aug to 4 Oct 15","20.45","","04-Oct-2015","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2016","8 The Weekend Australian 5 Oct to 29 Nov 15","14.55","","29-Nov-2015","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2016","8 The Sunday Times 5 Oct to 29 Nov 15","18.18","","29-Nov-2015","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2016","8 The Weekend Australian 30 Nov 15 to 24 Jan 16","14.55","","30-Nov-2015","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2016","8 The Sunday Times 30 Nov 15 to 24 Jan 16","18.18","","30-Nov-2015","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2016","Administrative fees 1 Dec to 31 Dec 15","4.55","","31-Dec-2015","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2016","18 The Australian Financial Review 1 Dec to 31 Dec 15","52.47","","31-Dec-2015","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2016","18 The Australian 1 Dec to 31 Dec 15","40.15","","31-Dec-2015","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2016","18 The West Australian 1 Dec to 31 Dec 15","22.31","","31-Dec-2015","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2016","1 Soul of the West: Christianity and the Great Tradition 20 Dec 15","23.14","","20-Dec-2015","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2016","Office phones 1 Jan 16","61.11","","01-Jan-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2016","Office fax 1 Jan 16","0.36","","01-Jan-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2016","Office phones 1 Feb 16","31.58","","01-Feb-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2016","Office fax 1 Feb 16","0.36","","01-Feb-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2016","Office phones 3 Mar 16","51.09","","03-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2016","Office fax 3 Mar 16","0.36","","03-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2016","Office phones 1 Apr 16","33.35","","01-Apr-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2016","Office fax 1 Apr 16","0.36","","01-Apr-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Telecommunications","Telecommunications - Residential - Official","From 1 January 2016","Residential phones 11 Jan 16","35.17","","11-Jan-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Telecommunications","Telecommunications - Residential - Official","From 1 January 2016","Residential phones 11 Feb 16","40.55","","11-Feb-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Telecommunications","Telecommunications - Residential - Official","From 1 January 2016","Residential phones 14 Mar 16","36.21","","14-Mar-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Telecommunications","Telecommunications - Residential - Official","From 1 January 2016","Residential phones 11 Apr 16","43.73","","11-Apr-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Telecommunications","Telecommunications - Residential - Official","From 1 January 2016","Residential phones adj 13 Apr 16","-13.65","","13-Apr-2016","","","","","",""
"Joe Bullock","Senator","","Western Australia","Australian Labor Party","Family Travel Costs","Family Traveller Domestic Scheduled Fares","From 1 January 2016","11 Mar 16 - Perth to Canberra","804.44","","11-Mar-2016","","","","","",""
