"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Spouse","Amount","Date","Notes","Type"
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","1 Feb 16","4 Feb 16","Canberra","Sittings of Parliament","4","273.00","","1,092.00","01-Feb-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","8 Feb 16","11 Feb 16","Canberra","Senate Estimates","4","273.00","","1,092.00","08-Feb-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","17 Feb 16","17 Feb 16","Perth","Rural and Regional Affairs and Transport","1","137.00","","137.00","17-Feb-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","21 Feb 16","25 Feb 16","Canberra","Sittings of Parliament","5","273.00","","1,365.00","21-Feb-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","26 Feb 16","26 Feb 16","Clare","Electorate Business","1","258.00","","258.00","26-Feb-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","28 Feb 16","3 Mar 16","Canberra","Sittings of Parliament","5","273.00","","1,365.00","28-Feb-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","6 Mar 16","6 Mar 16","Newcastle","National Disability Insurance Scheme","1","306.00","","306.00","06-Mar-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","8 Mar 16","8 Mar 16","Toowoomba","Foreign Affairs, Defence and Trade - Sen","1","283.00","","283.00","08-Mar-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","14 Mar 16","18 Mar 16","Canberra","Sittings of Parliament","5","273.00","","1,365.00","14-Mar-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","21 Mar 16","22 Mar 16","Canberra","Foreign Affairs, Defence and Trade - JSC","2","273.00","","546.00","21-Mar-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","4 Apr 16","4 Apr 16","Melbourne","Public Works","1","379.00","","379.00","04-Apr-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","17 Apr 16","18 Apr 16","Canberra","Sittings of Parliament","2","273.00","","546.00","17-Apr-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","19 Apr 16","19 Apr 16","Canberra","Environment and Communications","1","273.00","","273.00","19-Apr-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","20 Apr 16","20 Apr 16","Canberra","Rural and Regional Affairs and Transport","1","273.00","","273.00","20-Apr-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","26 Apr 16","26 Apr 16","Sydney","Foreign Affairs, Defence and Trade - Sen","1","397.00","","397.00","26-Apr-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","1 May 16","4 May 16","Canberra","Sittings of Parliament","4","273.00","","1,092.00","01-May-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","5 May 16","5 May 16","Canberra","Senate Estimates","1","273.00","","273.00","05-May-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","19 May 16","19 May 16","Sydney","Electorate Business","1","397.00","","397.00","19-May-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","26 May 16","26 May 16","Port Pirie","Electorate Business","1","291.00","","291.00","26-May-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","1 Jun 16","3 Jun 16","Port Augusta","Electorate Business","3","283.00","","849.00","01-Jun-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","9 Jun 16","9 Jun 16","Port Lincoln","Electorate Business","1","283.00","","283.00","09-Jun-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","15 Jun 16","16 Jun 16","Moonta","Electorate Business","2","258.00","","516.00","15-Jun-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","17 Jun 16","17 Jun 16","Port Pirie","Electorate Business","1","291.00","","291.00","17-Jun-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","18 Jun 16","18 Jun 16","Whyalla","Electorate Business","1","307.00","","307.00","18-Jun-2016","",""
"Alex Gallacher","Senator","","South Australia","Australian Labor Party","Travelling Allowance","Parliamentary Travelling Allowance","Before 1 January 2016","21 Dec 15","21 Dec 15","Newcastle","Foreign Affairs, Defence and Trade - Sen","1","306.00","","306.00","21-Dec-2015","",""
