"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Spouse","Amount","Date","Notes","Type"
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","31 Jan 16","31 Jan 16","Canberra","Parliamentary Political Party Meeting","1","273.00","","273.00","31-Jan-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","1 Feb 16","3 Feb 16","Canberra","Sittings of Parliament","3","273.00","","819.00","01-Feb-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","4 Feb 16","4 Feb 16","Adelaide","Party Leader - Official Business","1","382.00","","382.00","04-Feb-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","7 Feb 16","10 Feb 16","Canberra","Senate Estimates","4","273.00","","1,092.00","07-Feb-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","15 Feb 16","16 Feb 16","Hobart","Party Leader - Official Business","2","368.00","","736.00","15-Feb-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","17 Feb 16","17 Feb 16","Southport","Party Leader - Official Business","1","368.00","","368.00","17-Feb-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","18 Feb 16","19 Feb 16","Sydney","Party Leader - Official Business","2","438.00","","876.00","18-Feb-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","22 Feb 16","25 Feb 16","Canberra","Sittings of Parliament","4","273.00","","1,092.00","22-Feb-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","14 Mar 16","17 Mar 16","Canberra","Sittings of Parliament","4","273.00","","1,092.00","14-Mar-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","1 Apr 16","1 Apr 16","Ballarat","Party Leader - Official Business","1","368.00","","368.00","01-Apr-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","2 Apr 16","2 Apr 16","Bendigo","Party Leader - Official Business","1","368.00","","368.00","02-Apr-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","3 Apr 16","3 Apr 16","Beechworth","Party Leader - Official Business","1","368.00","","368.00","03-Apr-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","6 Apr 16","6 Apr 16","Healesville","Party Leader - Official Business","1","368.00","","368.00","06-Apr-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","11 Apr 16","13 Apr 16","Perth","Party Leader - Official Business","3","472.00","","1,416.00","11-Apr-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","17 Apr 16","19 Apr 16","Canberra","Sittings of Parliament","3","273.00","","819.00","17-Apr-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","7 May 16","7 May 16","Newcastle","Party Leader - Official Business","1","368.00","","368.00","07-May-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","8 May 16","8 May 16","Sydney","Party Leader - Official Business","1","438.00","","438.00","08-May-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","9 May 16","9 May 16","Adelaide","Party Leader - Official Business","1","382.00","","382.00","09-May-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","10 May 16","10 May 16","Perth","Party Leader - Official Business","1","472.00","","472.00","10-May-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","11 May 16","11 May 16","Canberra","Party Leader - Official Business","1","273.00","","273.00","11-May-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","16 May 16","17 May 16","Sydney","Party Leader - Official Business","2","438.00","","876.00","16-May-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","22 May 16","23 May 16","Broken Hill","Party Leader - Official Business","2","368.00","","736.00","22-May-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","24 May 16","24 May 16","Tamworth","Party Leader - Official Business","1","368.00","","368.00","24-May-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","25 May 16","25 May 16","Goulburn","Party Leader - Official Business","1","368.00","","368.00","25-May-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","27 May 16","28 May 16","Sydney","Party Leader - Official Business","2","438.00","","876.00","27-May-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","30 May 16","30 May 16","Brisbane","Party Leader - Official Business","1","430.00","","430.00","30-May-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","2 Jun 16","2 Jun 16","Perth","Party Leader - Official Business","1","472.00","","472.00","02-Jun-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","8 Jun 16","8 Jun 16","Broome","Office Holder - Official Business","1","433.00","","433.00","08-Jun-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","14 Jun 16","14 Jun 16","Sydney","Party Leader - Official Business","1","438.00","","438.00","14-Jun-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","16 Jun 16","16 Jun 16","Canberra","Party Leader - Official Business","1","273.00","","273.00","16-Jun-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","18 Jun 16","18 Jun 16","Adelaide","Party Leader - Official Business","1","382.00","","382.00","18-Jun-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","20 Jun 16","20 Jun 16","Launceston","Party Leader - Official Business","1","368.00","","368.00","20-Jun-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","21 Jun 16","21 Jun 16","Sydney","Party Leader - Official Business","1","438.00","","438.00","21-Jun-2016","",""
"Richard Di Natale","Senator","","Victoria","Australian Greens","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2016","22 Jun 16","22 Jun 16","Canberra","Party Leader - Official Business","1","273.00","","273.00","22-Jun-2016","",""
